        Frequency / GHz                S1,1 (1)/abs,dB
                 11.3728                      -3.1250141
                 11.3992                      -3.1664889
                 11.4256                      -3.2073708
                  11.452                      -3.2475476
                 11.4784                      -3.2869194
                 11.5048                      -3.3253945
                 11.5312                      -3.3628943
                 11.5576                      -3.3993535
                  11.584                      -3.4347154
                 11.6104                      -3.4689388
                 11.6368                      -3.5019948
                 11.6632                      -3.5338671
                 11.6896                      -3.5645505
                  11.716                      -3.5940524
                 11.7424                      -3.6223904
                 11.7688                      -3.6495914
                 11.7952                      -3.6756945
                 11.8216                      -3.7007421
                  11.848                      -3.7247869
                 11.8744                      -3.7478847
                 11.9008                      -3.7700978
                 11.9272                      -3.7914888
                 11.9536                      -3.8121245
                   11.98                      -3.8320689
                 12.0064                      -3.8513877
                 12.0328                      -3.8701452
                 12.0592                      -3.8883982
                 12.0856                      -3.9062043
                  12.112                      -3.9236129
                 12.1384                      -3.9406683
                 12.1648                      -3.9574106
                 12.1912                      -3.9738679
                 12.2176                      -3.9900677
                  12.244                      -4.0060248
                 12.2704                      -4.0217467
                 12.2968                      -4.0372364
                 12.3232                      -4.0524866
                 12.3496                      -4.0674847
                  12.376                      -4.0822105
                 12.4024                       -4.096638
                 12.4288                      -4.1107353
                 12.4552                      -4.1244668
                 12.4816                      -4.1377938
                  12.508                       -4.150675
                 12.5344                      -4.1630661
                 12.5608                       -4.174925
                 12.5872                      -4.1862089
                 12.6136                      -4.1968793
                   12.64                      -4.2068988
                 12.6664                      -4.2162373
                 12.6928                      -4.2248711
                 12.7192                      -4.2327794
                 12.7456                      -4.2399557
                  12.772                      -4.2463985
                 12.7984                       -4.252118
                 12.8248                      -4.2571326
                 12.8512                      -4.2614744
                 12.8776                      -4.2651857
                  12.904                       -4.268319
                 12.9304                      -4.2709385
                 12.9568                      -4.2731196
                 12.9832                      -4.2749444
                 13.0096                      -4.2765072
                  13.036                       -4.277909
                 13.0624                      -4.2792587
                 13.0888                       -4.280669
                 13.1152                      -4.2822578
                 13.1416                      -4.2841448
                  13.168                      -4.2864515
                 13.1944                      -4.2892972
                 13.2208                      -4.2928005
                 13.2472                      -4.2970734
                 13.2736                      -4.3022253
                    13.3                      -4.3083557
                 13.3264                      -4.3155543
                 13.3528                      -4.3239007
                 13.3792                      -4.3334629
                 13.4056                       -4.344296
                  13.432                      -4.3564356
                 13.4584                      -4.3699064
                 13.4848                      -4.3847138
                 13.5112                      -4.4008438
                 13.5376                       -4.418266
                  13.564                      -4.4369278
                 13.5904                      -4.4567589
                 13.6168                      -4.4776686
                 13.6432                      -4.4995445
                 13.6696                      -4.5222566
                  13.696                      -4.5456538
                 13.7224                      -4.5695688
                 13.7488                      -4.5938136
                 13.7752                      -4.6181857
                 13.8016                      -4.6424681
                  13.828                      -4.6664296
                 13.8544                      -4.6898289
                 13.8808                      -4.7124179
                 13.9072                       -4.733941
                 13.9336                      -4.7541417
                   13.96                      -4.7727616
                 13.9864                      -4.7895491
                 14.0128                      -4.8042578
                 14.0392                      -4.8166526
                 14.0656                      -4.8265104
                  14.092                       -4.833628
                 14.1184                      -4.8378205
                 14.1448                      -4.8389241
                 14.1712                      -4.8368017
                 14.1976                      -4.8313394
                  14.224                      -4.8224565
                 14.2504                      -4.8100943
                 14.2768                       -4.794227
                 14.3032                       -4.774854
                 14.3296                      -4.7520054
                  14.356                      -4.7257339
                 14.3824                      -4.6961184
                 14.4088                      -4.6632593
                 14.4352                      -4.6272771
                 14.4616                      -4.5883078
                  14.488                      -4.5465036
                 14.5144                       -4.502028
                 14.5408                      -4.4550556
                 14.5672                      -4.4057623
                 14.5936                      -4.3543327
                   14.62                       -4.300952
                 14.6464                      -4.2458041
                 14.6728                      -4.1890738
                 14.6992                      -4.1309388
                 14.7256                      -4.0715781
                  14.752                      -4.0111632
                 14.7784                      -3.9498579
                 14.8048                      -3.8878232
                 14.8312                      -3.8252131
                 14.8576                      -3.7621789
                  14.884                      -3.6988606
                 14.9104                      -3.6353981
                 14.9368                       -3.571924
                 14.9632                      -3.5085698
                 14.9896                      -3.4454599
                  15.016                      -3.3827183
                 15.0424                      -3.3204658
                 15.0688                      -3.2588222
                 15.0952                      -3.1979059
                 15.1216                      -3.1378349
                  15.148                      -3.0787252
                 15.1744                      -3.0206946
                 15.2008                      -2.9638617
                 15.2272                      -2.9083419
                 15.2536                      -2.8542548
                   15.28                      -2.8017188
                 15.3064                      -2.7508531
                 15.3328                       -2.701776
                 15.3592                      -2.6546058
                 15.3856                      -2.6094617
                  15.412                      -2.5664614
                 15.4384                      -2.5257209
                 15.4648                      -2.4873568
                 15.4912                      -2.4514813
                 15.5176                      -2.4182059
                  15.544                      -2.3876396
                 15.5704                      -2.3598881
                 15.5968                      -2.3350529
                 15.6232                      -2.3132324
                 15.6496                      -2.2945216
                  15.676                      -2.2790096
                 15.7024                      -2.2667823
                 15.7288                      -2.2579184
                 15.7552                      -2.2524937
                 15.7816                      -2.2505772
                  15.808                      -2.2522316
                 15.8344                       -2.257515
                 15.8608                      -2.2664792
                 15.8872                      -2.2791688
                 15.9136                       -2.295625
                   15.94                      -2.3158798
                 15.9664                      -2.3399597
                 15.9928                       -2.367886
               16.019199                      -2.3996723
               16.045601                      -2.4353281
               16.072001                      -2.4748534
                 16.0984                      -2.5182469
                 16.1248                      -2.5654974
               16.151199                      -2.6165881
               16.177601                      -2.6714985
                  16.204                      -2.7302019
                 16.2304                      -2.7926645
                 16.2568                      -2.8588506
               16.283199                      -2.9287163
               16.309601                      -3.0022149
                  16.336                      -3.0792948
                 16.3624                      -3.1598987
                 16.3888                      -3.2439676
               16.415199                      -3.3314376
               16.441601                      -3.4222406
                  16.468                      -3.5163088
                 16.4944                      -3.6135678
                 16.5208                      -3.7139436
               16.547199                      -3.8173591
               16.573601                      -3.9237377
                    16.6                      -4.0329994
                 16.6264                      -4.1450652
                 16.6528                      -4.2598576
               16.679199                      -4.3772971
               16.705601                      -4.4973082
                  16.732                      -4.6198157
                 16.7584                       -4.744747
                 16.7848                      -4.8720335
               16.811199                      -5.0016085
               16.837601                      -5.1334122
                  16.864                      -5.2673897
                 16.8904                      -5.4034902
                 16.9168                      -5.5416685
               16.943199                        -5.68189
               16.969601                      -5.8241257
                  16.996                      -5.9683536
                 17.0224                      -6.1145645
                 17.0488                      -6.2627544
               17.075199                      -6.4129338
               17.101601                      -6.5651189
                  17.128                      -6.7193412
                 17.1544                      -6.8756424
               17.180799                      -7.0340758
               17.207199                      -7.1947072
               17.233601                      -7.3576153
                   17.26                      -7.5228925
                 17.2864                      -7.6906432
               17.312799                      -7.8609852
               17.339199                      -8.0340511
               17.365601                      -8.2099861
                  17.392                      -8.3889489
                 17.4184                      -8.5711104
               17.444799                      -8.7566563
               17.471201                      -8.9457836
               17.497601                      -9.1387031
                  17.524                      -9.3356378
                 17.5504                      -9.5368167
               17.576799                      -9.7424858
               17.603201                      -9.9528955
               17.629601                      -10.168304
                  17.656                      -10.388975
                 17.6824                      -10.615177
               17.708799                      -10.847173
               17.735201                      -11.085228
                 17.7616                      -11.329591
                  17.788                      -11.580502
                 17.8144                      -11.838171
               17.840799                      -12.102781
               17.867201                      -12.374462
                 17.8936                       -12.65329
                   17.92                      -12.939255
                 17.9464                      -13.232242
               17.972799                      -13.532004
               17.999201                       -13.83812
                 18.0256                      -14.149953
                  18.052                      -14.466598
                 18.0784                       -14.78682
               18.104799                      -15.108982
               18.131201                      -15.430971
                 18.1576                      -15.750122
                  18.184                      -16.063142
                 18.2104                       -16.36607
               18.236799                      -16.654254
               18.263201                      -16.922409
                 18.2896                      -17.164758
                  18.316                      -17.375267
                 18.3424                      -17.548013
               18.368799                      -17.677632
               18.395201                      -17.759812
                 18.4216                      -17.791757
                  18.448                        -17.7725
                 18.4744                      -17.703041
               18.500799                      -17.586228
               18.527201                      -17.426442
                 18.5536                      -17.229143
                   18.58                      -17.000381
                 18.6064                      -16.746333
               18.632799                      -16.472941
               18.659201                      -16.185659
                 18.6856                      -15.889306
                  18.712                      -15.588013
                 18.7384                      -15.285232
               18.764799                      -14.983778
               18.791201                      -14.685904
                 18.8176                      -14.393374
                  18.844                      -14.107537
               18.870399                      -13.829402
               18.896799                      -13.559695
               18.923201                       -13.29891
                 18.9496                      -13.047359
                  18.976                      -12.805204
               19.002399                      -12.572485
               19.028799                      -12.349147
               19.055201                      -12.135056
                 19.0816                      -11.930017
                  19.108                      -11.733785
               19.134399                      -11.546068
               19.160801                      -11.366545
               19.187201                      -11.194863
                 19.2136                       -11.03065
                   19.24                      -10.873507
               19.266399                      -10.723024
               19.292801                      -10.578774
               19.319201                      -10.440318
                 19.3456                       -10.30721
                  19.372                      -10.178998
               19.398399                      -10.055222
               19.424801                       -9.935426
                 19.4512                      -9.8191515
                 19.4776                        -9.70595
                  19.504                      -9.5953779
               19.530399                      -9.4870053
               19.556801                      -9.3804206
                 19.5832                      -9.2752312
                 19.6096                      -9.1710692
                  19.636                      -9.0675965
               19.662399                      -8.9645076
               19.688801                      -8.8615335
                 19.7152                      -8.7584417
                 19.7416                      -8.6550478
                  19.768                      -8.5512052
               19.794399                       -8.446819
               19.820801                      -8.3418341
                 19.8472                      -8.2362462
                 19.8736                      -8.1300925
                    19.9                      -8.0234553
               19.926399                      -7.9164556
               19.952801                      -7.8092531
                 19.9792                      -7.7020384
                 20.0056                      -7.5950328
                  20.032                      -7.4884831
               20.058399                      -7.3826564
               20.084801                       -7.277832
                 20.1112                       -7.174303
                 20.1376                       -7.072367
                  20.164                      -6.9723231
               20.190399                      -6.8744689
               20.216801                      -6.7790954
                 20.2432                      -6.6864836
                 20.2696                      -6.5969003
                  20.296                      -6.5105988
               20.322399                      -6.4278131
               20.348801                      -6.3487562
                 20.3752                      -6.2736195
                 20.4016                      -6.2025696
               20.427999                      -6.1357479
               20.454399                      -6.0732686
               20.480801                      -6.0152189
                 20.5072                      -5.9616539
                 20.5336                      -5.9126012
               20.559999                      -5.8680589
               20.586399                      -5.8279903
               20.612801                      -5.7923265
                 20.6392                       -5.760967
                 20.6656                      -5.7337776
               20.691999                      -5.7105907
               20.718399                      -5.6912032
               20.744801                      -5.6753797
                 20.7712                      -5.6628501
                 20.7976                      -5.6533108
               20.823999                      -5.6464292
               20.850401                      -5.6418372
               20.876801                      -5.6391447
                 20.9032                        -5.63793
                 20.9296                      -5.6377523
               20.955999                      -5.6381536
               20.982401                      -5.6386595
               21.008801                      -5.6387907
                 21.0352                      -5.6380653
                 21.0616                      -5.6360094
               21.087999                      -5.6321591
               21.114401                      -5.6260761
                 21.1408                      -5.6173471
                 21.1672                      -5.6055996
                 21.1936                      -5.5905063
               21.219999                      -5.5717897
               21.246401                      -5.5492346
                 21.2728                      -5.5226848
                 21.2992                      -5.4920534
                 21.3256                      -5.4573219
               21.351999                      -5.4185404
               21.378401                      -5.3758266
                 21.4048                      -5.3293636
                 21.4312                      -5.2793933
                 21.4576                      -5.2262118
               21.483999                      -5.1701662
               21.510401                      -5.1116412
                 21.5368                      -5.0510528
                 21.5632                      -4.9888462
                 21.5896                       -4.925478
               21.615999                      -4.8614202
               21.642401                       -4.797142
                 21.6688                      -4.7331102
                 21.6952                       -4.669785
                 21.7216                      -4.6076072
               21.747999                      -4.5470023
               21.774401                      -4.4883741
                 21.8008                      -4.4321019
                 21.8272                      -4.3785377
                 21.8536                      -4.3280073
               21.879999                      -4.2808087
               21.906401                      -4.2372115
                 21.9328                       -4.197456
                 21.9592                       -4.161754
                 21.9856                      -4.1302909
               22.011999                      -4.1032263
               22.038401                      -4.0806903
                 22.0648                      -4.0627917
                 22.0912                      -4.0496128
               22.117599                      -4.0412151
               22.143999                      -4.0376367
               22.170401                      -4.0388951
                 22.1968                      -4.0449874
                 22.2232                      -4.0558935
               22.249599                      -4.0715732
               22.275999                      -4.0919705
               22.302401                      -4.1170123
                 22.3288                      -4.1466106
                 22.3552                      -4.1806636
               22.381599                      -4.2190536
               22.408001                      -4.2616499
               22.434401                      -4.3083131
                 22.4608                      -4.3588875
                 22.4872                      -4.4132092
               22.513599                      -4.4711035
               22.540001                      -4.5323864
               22.566401                      -4.5968629
                 22.5928                      -4.6643363
                 22.6192                      -4.7345956
               22.645599                       -4.807429
               22.672001                      -4.8826183
                 22.6984                      -4.9599398
                 22.7248                      -5.0391676
                 22.7512                      -5.1200731
               22.777599                      -5.2024272
               22.804001                      -5.2859995
                 22.8304                       -5.370562
                 22.8568                      -5.4558864
                 22.8832                      -5.5417508
               22.909599                      -5.6279352
               22.936001                      -5.7142233
                 22.9624                      -5.8004069
                 22.9888                      -5.8862861
                 23.0152                      -5.9716649
               23.041599                      -6.0563592
               23.068001                      -6.1401939
                 23.0944                      -6.2230012
                 23.1208                      -6.3046261
                 23.1472                       -6.384925
               23.173599                      -6.4637627
               23.200001                      -6.5410179
                 23.2264                      -6.6165781
                 23.2528                      -6.6903452
                 23.2792                      -6.7622283
               23.305599                      -6.8321516
               23.332001                      -6.9000461
                 23.3584                       -6.965856
                 23.3848                      -7.0295332
                 23.4112                      -7.0910398
               23.437599                      -7.1503452
               23.464001                      -7.2074301
                 23.4904                      -7.2622774
                 23.5168                      -7.3148815
                 23.5432                      -7.3652409
               23.569599                      -7.4133581
               23.596001                      -7.4592436
                 23.6224                      -7.5029094
                 23.6488                      -7.5443718
                 23.6752                       -7.583651
               23.701599                       -7.620768
               23.728001                      -7.6557457
                 23.7544                      -7.6886099
                 23.7808                      -7.7193853
               23.807199                      -7.7480976
               23.833599                      -7.7747725
               23.860001                      -7.7994351
                 23.8864                      -7.8221086
                 23.9128                      -7.8428152
               23.939199                       -7.861577
               23.965599                      -7.8784126
               23.992001                      -7.8933384
                 24.0184                      -7.9063692
                 24.0448                      -7.9175176
               24.071199                      -7.9267931
               24.097601                      -7.9342011
               24.124001                      -7.9397489
                 24.1504                      -7.9434372
                 24.1768                       -7.945265
               24.203199                      -7.9452335
               24.229601                      -7.9433382
               24.256001                      -7.9395756
                 24.2824                      -7.9339417
                 24.3088                      -7.9264333
               24.335199                      -7.9170462
               24.361601                      -7.9057808
                  24.388                      -7.8926401
                 24.4144                      -7.8776285
                 24.4408                      -7.8607581
               24.467199                      -7.8420462
               24.493601                      -7.8215163
                   24.52                         -7.7992
                 24.5464                      -7.7751397
                 24.5728                      -7.7493847
               24.599199                       -7.721999
               24.625601                      -7.6930543
                  24.652                      -7.6626364
                 24.6784                      -7.6308441
                 24.7048                      -7.5977866
               24.731199                      -7.5635885
               24.757601                      -7.5283839
                  24.784                      -7.4923212
                 24.8104                      -7.4555586
                 24.8368                       -7.418266
               24.863199                      -7.3806221
               24.889601                      -7.3428109
                  24.916                      -7.3050275
                 24.9424                      -7.2674686
                 24.9688                      -7.2303338
               24.995199                      -7.1938258
               25.021601                      -7.1581435
                  25.048                      -7.1234849
                 25.0744                      -7.0900423
                 25.1008                      -7.0580006
               25.127199                      -7.0275341
               25.153601                      -6.9988084
                   25.18                      -6.9719737
                 25.2064                      -6.9471654
                 25.2328                      -6.9245011
               25.259199                      -6.9040825
               25.285601                      -6.8859875
                  25.312                      -6.8702753
                 25.3384                      -6.8569819
               25.364799                      -6.8461186
               25.391199                      -6.8376749
               25.417601                      -6.8316153
                  25.444                      -6.8278797
                 25.4704                      -6.8263843
               25.496799                      -6.8270246
               25.523199                      -6.8296725
               25.549601                      -6.8341801
                  25.576                      -6.8403823
                 25.6024                      -6.8481017
               25.628799                      -6.8571465
               25.655199                      -6.8673182
               25.681601                      -6.8784171
                  25.708                      -6.8902425
                 25.7344                      -6.9026023
               25.760799                      -6.9153161
               25.787201                      -6.9282196
               25.813601                      -6.9411744
                   25.84                      -6.9540692
                 25.8664                      -6.9668257
               25.892799                      -6.9794053
               25.919201                      -6.9918111
               25.945601                      -7.0040924
                  25.972                      -7.0163452
                 25.9984                      -7.0287133
               26.024799                      -7.0413924
               26.051201                       -7.054625
                 26.0776                      -7.0686995
                  26.104                      -7.0839483
                 26.1304                      -7.1007416
               26.156799                      -7.1194869
               26.183201                      -7.1406205
                 26.2096                      -7.1645995
                  26.236                      -7.1919013
                 26.2624                      -7.2230135
               26.288799                      -7.2584263
               26.315201                      -7.2986294
                 26.3416                      -7.3441014
                  26.368                      -7.3953034
                 26.3944                       -7.452672
               26.420799                      -7.5166148
               26.447201                      -7.5874967
                 26.4736                      -7.6656372
                    26.5                      -7.7512982

        Frequency / GHz                S1,1 (4)/abs,dB
----------------------------------------------------------------------
                     0.1                  -6.7095186e-07
              0.12639999                   -0.0037210118
              0.15279999                   -0.0082289047
              0.17919999                    -0.013474774
              0.20559999                    -0.019403185
              0.23199999                    -0.025949056
              0.25839999                    -0.033041193
              0.28479999                    -0.040605015
              0.31119999                    -0.048558414
              0.33759999                    -0.056816185
              0.36399999                    -0.065290199
              0.39039999                    -0.073893195
              0.41679999                    -0.082532394
              0.44319999                    -0.091120386
              0.46959999                    -0.099569031
              0.49599999                     -0.10779344
              0.52240002                     -0.11571412
              0.54879999                     -0.12325524
              0.57520002                     -0.13034735
              0.60159999                      -0.1369295
              0.62800002                     -0.14294636
              0.65439999                     -0.14835498
              0.68080002                     -0.15311683
              0.70719999                     -0.15720636
              0.73360002                     -0.16060815
              0.75999999                     -0.16331531
              0.78640002                     -0.16533256
              0.81279999                     -0.16667405
              0.83920002                      -0.1673638
              0.86559999                     -0.16743531
              0.89200002                     -0.16693174
              0.91839999                     -0.16590299
              0.94480002                     -0.16440776
              0.97119999                     -0.16250994
              0.99760002                     -0.16028067
                   1.024                     -0.15779466
                  1.0504                     -0.15513124
                  1.0768                     -0.15237215
                  1.1032                     -0.14960119
                  1.1296                     -0.14690321
                   1.156                     -0.14436332
                  1.1824                     -0.14206454
                  1.2088                     -0.14009071
                  1.2352                     -0.13851947
                  1.2616                     -0.13743049
                   1.288                     -0.13689607
                  1.3144                     -0.13698658
                  1.3408                     -0.13776662
                  1.3672                     -0.13929711
                  1.3936                     -0.14163372
                    1.42                     -0.14482709
                  1.4464                     -0.14892271
                  1.4728                     -0.15396121
                  1.4992                      -0.1599784
                  1.5256                     -0.16700505
                   1.552                     -0.17506732
                  1.5784                     -0.18418726
                  1.6048                     -0.19438342
                  1.6312                     -0.20567003
                  1.6576                     -0.21805782
                   1.684                     -0.23155603
                  1.7104                     -0.24617221
                  1.7368                     -0.26190949
                  1.7632                      -0.2787725
                  1.7896                     -0.29676282
                   1.816                     -0.31588488
                  1.8424                     -0.33613895
                  1.8688                     -0.35752958
                  1.8952                     -0.38006187
                  1.9216                     -0.40374179
                   1.948                     -0.42857583
                  1.9744                     -0.45457641
               2.0007999                     -0.48175506
                  2.0272                     -0.51012958
               2.0536001                     -0.53971832
               2.0799999                     -0.57054439
                  2.1064                     -0.60263335
               2.1328001                     -0.63601648
                  2.1592                      -0.6707263
                  2.1856                     -0.70680216
               2.2119999                     -0.74428333
                  2.2384                     -0.78321595
               2.2648001                     -0.82364841
               2.2911999                     -0.86563382
                  2.3176                     -0.90922556
               2.3440001                     -0.95448199
                  2.3704                      -1.0014659
                  2.3968                      -1.0502388
               2.4231999                      -1.1008661
                  2.4496                      -1.1534144
               2.4760001                      -1.2079524
               2.5023999                      -1.2645484
                  2.5288                      -1.3232718
               2.5552001                      -1.3841912
                  2.5816                      -1.4473734
                   2.608                      -1.5128853
               2.6343999                      -1.5807917
                  2.6608                      -1.6511541
               2.6872001                       -1.724031
               2.7135999                      -1.7994747
                    2.74                      -1.8775361
               2.7664001                      -1.9582555
               2.7927999                      -2.0416721
                  2.8192                      -2.1278113
               2.8455999                      -2.2166945
                   2.872                      -2.3083309
               2.8984001                      -2.4027162
               2.9247999                      -2.4998395
                  2.9512                      -2.5996701
               2.9776001                      -2.7021663
               3.0039999                      -2.8072667
                  3.0304                      -2.9148933
               3.0567999                      -3.0249484
                  3.0832                      -3.1373117
               3.1096001                       -3.251839
               3.1359999                      -3.3683635
                  3.1624                      -3.4866914
               3.1888001                      -3.6066001
               3.2151999                      -3.7278374
                  3.2416                      -3.8501224
               3.2679999                      -3.9731424
                  3.2944                      -4.0965534
               3.3208001                      -4.2199789
               3.3471999                      -4.3430139
                  3.3736                      -4.4652208
               3.4000001                      -4.5861397
               3.4263999                      -4.7052807
                  3.4528                      -4.8221392
               3.4791999                      -4.9361919
                  3.5056                       -5.046909
               3.5320001                      -5.1537593
               3.5583999                      -5.2562176
                  3.5848                      -5.3537731
               3.6112001                      -5.4459447
               3.6375999                       -5.532281
                   3.664                      -5.6123801
               3.6903999                      -5.6858936
                  3.7168                      -5.7525322
               3.7432001                      -5.8120852
               3.7695999                      -5.8644107
                   3.796                      -5.9094515
               3.8224001                      -5.9472339
               3.8487999                      -5.9778629
                  3.8752                      -6.0015272
               3.9015999                      -6.0184859
                   3.928                      -6.0290719
               3.9544001                      -6.0336759
               3.9807999                      -6.0327431
               4.0071998                      -6.0267575
               4.0335999                      -6.0162367
               4.0599999                      -6.0017233
                  4.0864                      -5.9837687
               4.1128001                      -5.9629264
               4.1392002                      -5.9397462
               4.1655998                      -5.9147698
               4.1919999                      -5.8885128
                  4.2184                      -5.8614707
               4.2448001                      -5.8341128
               4.2712002                      -5.8068754
               4.2975998                      -5.7801623
               4.3239999                      -5.7543439
                  4.3504                      -5.7297511
               4.3768001                      -5.7066889
               4.4032001                      -5.6854185
               4.4295998                      -5.6661718
               4.4559999                      -5.6491505
               4.4823999                      -5.6345217
                  4.5088                      -5.6224278
               4.5352001                      -5.6129775
               4.5616002                      -5.6062605
               4.5879998                      -5.6023417
               4.6143999                      -5.6012629
                  4.6408                      -5.6030487
               4.6672001                       -5.607706
               4.6936002                      -5.6152258
               4.7199998                      -5.6255866
               4.7463999                      -5.6387557
                  4.7728                      -5.6546903
               4.7992001                      -5.6733389
               4.8256001                      -5.6946454
               4.8520002                      -5.7185485
               4.8783998                      -5.7449831
               4.9047999                      -5.7738831
                  4.9312                       -5.805179
               4.9576001                      -5.8388062
               4.9840002                      -5.8746984
               5.0103998                      -5.9127918
               5.0367999                      -5.9530275
                  5.0632                      -5.9953494
               5.0896001                      -6.0397021
               5.1160002                      -6.0860401
               5.1423998                        -6.13432
               5.1687999                      -6.1845024
                  5.1952                      -6.2365544
               5.2216001                      -6.2904476
               5.2480001                      -6.3461569
               5.2744002                      -6.4036638
               5.3007998                      -6.4629517
               5.3271999                      -6.5240084
                  5.3536                      -6.5868272
               5.3800001                      -6.6514011
               5.4064002                        -6.71773
               5.4327998                      -6.7858136
               5.4591999                      -6.8556549
                  5.4856                      -6.9272604
               5.5120001                      -7.0006385
               5.5384002                      -7.0758014
               5.5647998                      -7.1527624
               5.5911999                      -7.2315395
                  5.6176                      -7.3121554
               5.6440001                      -7.3946356
               5.6704001                      -7.4790143
               5.6968002                      -7.5653302
               5.7231998                      -7.6536283
