        Frequency / GHz                S1,1/abs,dB
----------------------------------------------------------------------
                       1                     -0.14114871
                   1.017                     -0.13863249
                   1.034                     -0.13707331
                   1.051                     -0.13656584
                   1.068                     -0.13720044
                   1.085                     -0.13906516
                   1.102                      -0.1422447
                   1.119                     -0.14681803
                   1.136                     -0.15286353
                   1.153                     -0.16045275
                    1.17                     -0.16965575
                   1.187                     -0.18053916
                   1.204                     -0.19316481
                   1.221                     -0.20759353
                   1.238                     -0.22388165
                   1.255                     -0.24208292
                   1.272                     -0.26225009
                   1.289                     -0.28443249
                   1.306                     -0.30867686
                   1.323                     -0.33502868
                    1.34                     -0.36353281
                   1.357                     -0.39423225
                   1.374                     -0.42716865
                   1.391                     -0.46238247
                   1.408                      -0.4999148
                   1.425                     -0.53980413
                   1.442                     -0.58209217
                   1.459                     -0.62681848
                   1.476                     -0.67402163
                   1.493                     -0.72374345
                    1.51                     -0.77602348
                   1.527                     -0.83090425
                   1.544                     -0.88842777
                   1.561                     -0.94863745
               1.5779999                       -1.011577
                   1.595                      -1.0772924
                   1.612                      -1.1458293
               1.6289999                      -1.2172352
                   1.646                      -1.2915589
                   1.663                      -1.3688498
               1.6799999                       -1.449158
                   1.697                      -1.5325356
                   1.714                      -1.6190349
               1.7309999                      -1.7087072
                   1.748                      -1.8016081
                   1.765                      -1.8977906
               1.7819999                      -1.9973078
                   1.799                      -2.1002136
                   1.816                      -2.2065606
               1.8329999                      -2.3164001
                    1.85                      -2.4297834
                   1.867                      -2.5467578
               1.8839999                       -2.667369
                   1.901                      -2.7916592
                   1.918                      -2.9196665
               1.9349999                      -3.0514244
                   1.952                      -3.1869592
                   1.969                      -3.3262913
               1.9859999                       -3.469431
                   2.003                      -3.6163825
                    2.02                      -3.7671355
               2.0369999                      -3.9216656
               2.0539999                      -4.0799338
               2.0710001                      -4.2418862
               2.0880001                      -4.4074457
                   2.105                      -4.5765138
                   2.122                      -4.7489638
               2.1389999                      -4.9246416
               2.1559999                      -5.1033602
               2.1730001                      -5.2848908
               2.1900001                      -5.4689661
                   2.207                      -5.6552735
                   2.224                      -5.8434457
               2.2409999                      -6.0330608
               2.2579999                      -6.2236362
               2.2750001                      -6.4146219
               2.2920001                      -6.6053976
                   2.309                      -6.7952717
                   2.326                       -6.983474
               2.3429999                      -7.1691583
               2.3599999                      -7.3514044
               2.3770001                       -7.529222
               2.3940001                      -7.7015537
                   2.411                      -7.8672918
                   2.428                      -8.0252897
               2.4449999                      -8.1743815
               2.4619999                      -8.3134073
               2.4790001                       -8.441237
               2.4960001                      -8.5568018
                   2.513                      -8.6591286
                    2.53                      -8.7473644
               2.5469999                      -8.8208129
               2.5639999                      -8.8789553
               2.5810001                      -8.9214721
                   2.598                      -8.9482571
                   2.615                       -8.959417
                   2.632                      -8.9552696
               2.6489999                      -8.9363304
               2.6659999                      -8.9032895
               2.6830001                       -8.856991
                     2.7                       -8.798398
                   2.717                      -8.7285628
                   2.734                      -8.6485958
               2.7509999                      -8.5596363
               2.7679999                      -8.4628261
               2.7850001                      -8.3592841
                   2.802                      -8.2500895
                   2.819                      -8.1362701
                   2.836                      -8.0187871
               2.8529999                      -7.8985296
               2.8699999                      -7.7763129
               2.8870001                       -7.652876
                   2.904                      -7.5288819
                   2.921                      -7.4049214
                   2.938                      -7.2815151
               2.9549999                      -7.1591193
