        Frequency / GHz                S1,1/abs,dB
----------------------------------------------------------------------
                     0.1                     -0.89599493
                  0.1179                     -0.86165517
                  0.1358                     -0.82258677
              0.15369999                     -0.77916934
                  0.1716                      -0.7318148
                  0.1895                     -0.68095797
              0.20739999                     -0.62705175
                  0.2253                      -0.5705606
                  0.2432                     -0.51194952
              0.26109999                     -0.45168751
              0.27900001                     -0.39023396
                  0.2969                     -0.32803747
              0.31479999                     -0.26553601
              0.33270001                     -0.20314665
                  0.3506                     -0.14126898
              0.36849999                    -0.080282182
              0.38640001                    -0.020540243
                  0.4043                     0.037622867
              0.42219999                     0.093898688
              0.44010001                      0.14799971
                   0.458                      0.19966608
              0.47589999                      0.24865724
              0.49380001                      0.29475404
              0.51169997                      0.33776284
              0.52960002                      0.37750648
              0.54750001                      0.41383051
                  0.5654                      0.44659843
              0.58329999                      0.47568987
              0.60119998                      0.50100511
              0.61909997                      0.52245946
              0.63700002                      0.53998201
              0.65490001                      0.55351886
                  0.6728                      0.56302895
              0.69069999                      0.56848666
              0.70859998                      0.56987778
              0.72649997                      0.56720437
              0.74440002                      0.56047383
              0.76230001                       0.5497132
                  0.7802                      0.53495764
              0.79809999                      0.51625445
              0.81599998                      0.49366105
              0.83389997                      0.46724879
              0.85180002                      0.43709903
              0.86970001                      0.40330503
                  0.8876                      0.36597075
              0.90549999                      0.32521264
              0.92339998                      0.28115729
              0.94129997                      0.23394387
              0.95920002                       0.1837222
              0.97710001                       0.1306548
                   0.995                     0.074913965
                  1.0129                     0.016685628
                  1.0308                    -0.043835883
                  1.0487                     -0.10644245
                  1.0666                     -0.17091749
                  1.0845                      -0.2370339
               1.1023999                     -0.30455467
               1.1203001                     -0.37323391
                  1.1382                     -0.44281827
                  1.1561                     -0.51304934
                   1.174                     -0.58366075
                  1.1919                     -0.65438523
                  1.2098                     -0.72495205
                  1.2277                     -0.79509019
                  1.2456                     -0.86453201
                  1.2635                     -0.93301379
                  1.2814                      -1.0002775
                  1.2993                      -1.0660753
               1.3171999                      -1.1301706
               1.3351001                      -1.1923427
                   1.353                      -1.2523844
                  1.3709                      -1.3101111
                  1.3888                       -1.365357
                  1.4067                      -1.4179804
                  1.4246                      -1.4678666
                  1.4425                      -1.5149234
                  1.4604                       -1.559089
                  1.4783                      -1.6003293
                  1.4962                      -1.6386368
                  1.5141                      -1.6740336
               1.5319999                      -1.7065692
               1.5499001                       -1.736318
                  1.5678                        -1.76338
                  1.5857                      -1.7878773
                  1.6036                      -1.8099547
                  1.6215                      -1.8297734
                  1.6394                      -1.8475126
                  1.6573                      -1.8633637
                  1.6752                      -1.8775295
                  1.6931                      -1.8902208
                   1.711                      -1.9016538
                  1.7289                      -1.9120484
               1.7467999                      -1.9216258
               1.7647001                      -1.9306036
                  1.7826                      -1.9391978
                  1.8005                      -1.9476186
                  1.8184                      -1.9560668
                  1.8363                      -1.9647382
                  1.8542                      -1.9738155
                  1.8721                      -1.9834727
                    1.89                      -1.9938712
                  1.9079                      -2.0051579
                  1.9258                      -2.0174693
                  1.9437                       -2.030925
               1.9615999                      -2.0456331
               1.9795001                      -2.0616858
                  1.9974                      -2.0791617
                  2.0153                       -2.098122
                  2.0332                      -2.1186163
                  2.0511                      -2.1406779
                   2.069                      -2.1643256
                  2.0869                      -2.1895642
                  2.1048                       -2.216383
                  2.1227                      -2.2447574
                  2.1406                      -2.2746499
                  2.1585                      -2.3060084
               2.1763999                      -2.3387675
               2.1942999                      -2.3728497
               2.2121999                       -2.408164
               2.2300999                      -2.4446071
               2.2479999                      -2.4820645
               2.2658999                      -2.5204108
               2.2837999                      -2.5595098
               2.3017001                      -2.5992165
               2.3196001                      -2.6393764
               2.3375001                      -2.6798269
               2.3554001                      -2.7203986
               2.3733001                      -2.7609157
               2.3912001                      -2.8012006
               2.4091001                      -2.8410679
                   2.427                      -2.8803347
                  2.4449                      -2.9188139
                  2.4628                      -2.9563223
                  2.4807                      -2.9926778
                  2.4986                      -3.0277042
                  2.5165                      -3.0612294
                  2.5344                      -3.0930902
                  2.5523                      -3.1231323
                  2.5702                      -3.1512145
                  2.5881                      -3.1772039
               2.6059999                       -3.200987
               2.6238999                      -3.2224604
               2.6417999                      -3.2415404
               2.6596999                      -3.2581595
               2.6775999                      -3.2722678
               2.6954999                      -3.2838347
               2.7133999                      -3.2928464
               2.7313001                      -3.2993108
               2.7492001                      -3.3032502
               2.7671001                      -3.3047078
               2.7850001                      -3.3037433
               2.8029001                      -3.3004317
               2.8208001                      -3.2948642
               2.8387001                      -3.2871445
                  2.8566                      -3.2773904
                  2.8745                      -3.2657293
                  2.8924                      -3.2522992
                  2.9103                      -3.2372453
                  2.9282                      -3.2207191
                  2.9461                      -3.2028766
                   2.964                      -3.1838778
                  2.9819                      -3.1638835
                  2.9998                       -3.143056
                  3.0177                      -3.1215556
               3.0355999                      -3.0995397
               3.0534999                      -3.0771663
               3.0713999                      -3.0545846
               3.0892999                      -3.0319395
               3.1071999                      -3.0093744
               3.1250999                      -2.9870204
               3.1429999                      -2.9650059
               3.1609001                      -2.9434488
               3.1788001                      -2.9224628
               3.1967001                      -2.9021485
               3.2146001                      -2.8826032
               3.2325001                      -2.8639127
               3.2504001                      -2.8461543
               3.2683001                      -2.8293988
                  3.2862                      -2.8137078
                  3.3041                      -2.7991311
                   3.322                      -2.7857162
