freq	dB(S11_fitted)
8.06250000006250112E9	-9.01334034508776227E0
8.08928571437499855E9	-9.31922913955791365E0
8.11607142868750131E9	-9.63794944760182659E0
8.14285714299999874E9	-9.97003883198593144E0
8.17633928590624848E9	-1.04047893351451348E1
8.20982142881250176E9	-1.08623719489778559E1
8.24330357171874972E9	-1.13438478597412096E1
8.27678571462499946E9	-1.18502013670795714E1
8.31026785753124919E9	-1.23822534650349314E1
8.34375000043749893E9	-1.29405276900033162E1
8.37723214334375044E9	-1.35250444111897838E1
8.41071428625000195E9	-1.41350095347232907E1
8.44419642915624813E9	-1.47683514182764397E1
8.47767857206249786E9	-1.54210491664606164E1
8.51116071496875115E9	-1.60861969178000352E1
8.54464285787500089E9	-1.67527871139100659E1
8.57812500078124884E9	-1.74043189326830250E1
8.61160714368750035E9	-1.80176126475043152E1
8.64508928659375009E9	-1.85626620093506389E1
8.67857142949999982E9	-1.90047929844352792E1
8.71205357240625133E9	-1.93101907629396097E1
8.74553571531249929E9	-1.94542025355298454E1
8.77901785821874903E9	-1.94290888408544538E1
8.81250000112499698E9	-1.92467080511009736E1
8.84598214403125205E9	-1.89343392874164129E1
8.87946428693750178E9	-1.85263915614441332E1
8.91294642984374796E9	-1.80565517907539785E1
8.94642857274999770E9	-1.75530766343972355E1
9.01339285856250072E9	-1.65240835553148879E1
9.08035714437500019E9	-1.55405753656325185E1
9.14732143018749966E9	-1.46418136782815167E1
9.21428571600000090E9	-1.38371112934613616E1
9.25892857324999952E9	-1.33515932423680517E1
9.30357143049999813E9	-1.29044205689417213E1
9.34821428775000030E9	-1.24931436942741581E1
9.39285714500000068E9	-1.21152822583906472E1
9.43750000225000107E9	-1.17684588014983449E1
9.48214285949999969E9	-1.14504597900666494E1
9.52678571675000185E9	-1.11592557574417839E1
9.57142857399999869E9	-1.08929988805876787E1
9.61607143125000086E9	-1.06500085560958135E1
9.66071428849999947E9	-1.04287510717056331E1
9.70535714575000164E9	-1.02278169000900654E1
9.75000000300000025E9	-1.00458976664822863E1
9.79464286024999886E9	-9.88176399835184505E0
9.83928571749999925E9	-9.73424498626719270E0
9.88392857474999964E9	-9.60220971458626593E0
9.92857143200000181E9	-9.48455116751297389E0
9.97321428924999864E9	-9.38017272680668057E0
1.00178571465000021E10	-9.28797742071907351E0
1.00625000037500012E10	-9.20686004150134174E0
1.01071428609999980E10	-9.13570221092918899E0
1.01517857182499993E10	-9.07337043422866785E0
1.01964285755000006E10	-9.01871713961909549E0
1.02410714327500019E10	-8.97058465175567576E0
1.02857142900000009E10	-8.92781199151481530E0
1.03571428612500016E10	-8.86764806685933671E0
1.04285714325000001E10	-8.81364305713086615E0
1.05000000037500008E10	-8.76145734544740584E0
1.05714285750000014E10	-8.70719677550898474E0
1.06428571462499999E10	-8.64759290804447645E0
1.07142857174999984E10	-8.58017153852584968E0
1.07857142887500013E10	-8.50338921272641457E0
1.08571428599999997E10	-8.41671862690970407E0
1.08928571456249967E10	-8.36979460882396253E0
1.09285714312500004E10	-8.32066814192571691E0
1.09642857168749996E10	-8.26955574026094808E0
1.10000000025000011E10	-8.21672791075360287E0
1.10357142881249981E10	-8.16250366438378094E0
1.10714285737500018E10	-8.10724418483645159E0
1.11071428593749988E10	-8.05134581484173850E0
1.11428571450000002E10	-7.99523253957950253E0
1.11785714306250017E10	-7.93934815890247592E0
1.12142857162500009E10	-7.88414834562670741E0
1.12500000018750002E10	-7.83009278591767099E0
1.12857142874999994E10	-7.77763759025907131E0
1.13214285731249986E10	-7.72722815018055176E0
1.13571428587500001E10	-7.67929259750710358E0
1.13928571443749993E10	-7.63423600013371484E0
1.14285714300000008E10	-7.59243540206754552E0
1.14642857156250000E10	-7.55423578665028472E0
1.15000000012500014E10	-7.51994701150005795E0
1.15357142868750007E10	-7.48984173290051380E0
1.15714285724999999E10	-7.46415430726713325E0
1.16071428581249991E10	-7.44308062908908852E0
1.16428571437500006E10	-7.42677883946010109E0
1.16785714293750020E10	-7.41537081791010078E0
1.17142857150000013E10	-7.40894435345395053E0
1.17500000006250005E10	-7.40755587903672108E0
1.17857142862499997E10	-7.41123364703012832E0
1.18214285718749990E10	-7.41998122197585008E0
1.18571428574999982E10	-7.43378116995510929E0
1.18928571431249996E10	-7.45259883114855981E0
1.19285714287499967E10	-7.47638607253650189E0
1.19642857143749981E10	-7.50508493039887625E0
1.19999999999999996E10	-7.53863106642194403E0
1.20267857143749990E10	-7.56693112166007609E0
1.20535714287499962E10	-7.59789110885641605E0
1.20803571431250001E10	-7.63148288477351500E0
1.21071428574999973E10	-7.66767942083824838E0
1.21339285718749990E10	-7.70645530287812264E0
1.21607142862500006E10	-7.74778716716369242E0
1.21875000006250001E10	-7.79165407307602731E0
1.22142857150000017E10	-7.83803781353469287E0
1.22678571437500006E10	-7.93829807959941292E0
1.23214285724999995E10	-8.04848505413169235E0
1.23750000012500005E10	-8.16856980303720093E0
1.24285714299999994E10	-8.29857790220479430E0
1.24553571443750011E10	-8.36732564583814842E0
1.24821428587500005E10	-8.43858738777501216E0
1.25089285731250000E10	-8.51238040352434666E0
1.25357142874999994E10	-8.58872464564090166E0
1.25625000018749988E10	-8.66764253959196296E0
1.25892857162500005E10	-8.74915876769014034E0
1.26160714306250021E10	-8.83330004484864162E0
1.26428571450000016E10	-8.92009488974889209E0
1.26964285737500004E10	-9.10176699814790169E0
1.27500000024999993E10	-9.29443064881558811E0
1.28035714312500004E10	-9.49835598366972000E0
1.28571428599999993E10	-9.71382135166164851E0
1.29107142887500004E10	-9.94110774346069093E0
1.29642857174999993E10	-1.01804941265566962E1
1.30178571462500003E10	-1.04322536182981218E1
1.30714285749999992E10	-1.06966502539961650E1
1.31250000037500003E10	-1.09739358897691397E1
1.31785714325000014E10	-1.12643465159841383E1
1.32321428612500025E10	-1.15680969325077698E1
1.32857142900000014E10	-1.18853723298272840E1
1.33392857187500002E10	-1.22163147997004295E1
1.33928571474999947E10	-1.25610021245589421E1
1.34464285762499958E10	-1.29194153171205839E1
1.35000000049999991E10	-1.32913902499234182E1
1.35535714337500002E10	-1.36765472961764600E1
1.36071428625000013E10	-1.40741912276821846E1
1.36607142912500024E10	-1.44831718639513762E1
1.37142857200000012E10	-1.49016946441854015E1
1.37678571487500023E10	-1.53270705295759524E1
1.38214285774999968E10	-1.57553986517553546E1
1.38750000062499956E10	-1.61811867581957936E1
1.39285714349999989E10	-1.65969395083898696E1
1.39821428637500000E10	-1.69927894591576734E1
1.40357142924999989E10	-1.73563122206361209E1
1.40892857212500022E10	-1.76727419945300435E1
1.41428571500000033E10	-1.79258405999703863E1
1.41964285787500022E10	-1.80995896723529337E1
1.42500000074999966E10	-1.81805967428000814E1
1.43035714362499999E10	-1.81606739187148447E1
1.43571428649999966E10	-1.80387127418529691E1
1.44107142937499999E10	-1.78210752531218297E1
1.44642857224999988E10	-1.75203203353133974E1
1.45178571512500021E10	-1.71528109943534579E1
1.45714285800000032E10	-1.67361024435966255E1
1.46250000081250020E10	-1.62868456527221528E1
1.46785714362499986E10	-1.58195122562758939E1
1.47321428643750019E10	-1.53458781140794587E1
1.47857142925000007E10	-1.48750321016007492E1
1.48392857206249995E10	-1.44136683962270751E1
1.48928571487500028E10	-1.39664853946584810E1
1.49464285768750016E10	-1.35365879428377922E1
1.50000000049999982E10	-1.31258447190820693E1
1.50535714331250015E10	-1.27351858751238267E1
1.51071428612500025E10	-1.23648427843557651E1
1.51607142893750035E10	-1.20145383899805092E1
1.52142857175000001E10	-1.16836379903278864E1
1.52678571456250012E10	-1.13712692903001389E1
1.53214285737500022E10	-1.10764187671491809E1
1.53750000018750033E10	-1.07980095888933314E1
1.54285714300000021E10	-1.05349647714802597E1
1.55000000000000004E10	-1.02063770871010950E1
1.55714285699999988E10	-9.90112231003597998E0
1.56428571399999994E10	-9.61743592208788556E0
1.57142857099999977E10	-9.35402254179439296E0
1.57857142812500006E10	-9.11006781484838690E0
1.58571428525000035E10	-8.88519617700900177E0
1.59285714237500042E10	-8.67937742599786155E0
1.59999999950000005E10	-8.49279060896472693E0
1.60714285662499989E10	-8.32566066890441370E0
1.61428571374999974E10	-8.17808981355107534E0
1.62142857087499981E10	-8.04990895189084732E0
1.62857142800000010E10	-7.94057268990448950E0
1.63392857087499976E10	-7.87037110103983828E0
1.63928571374999987E10	-7.80967394405827964E0
1.64464285662499998E10	-7.75780857093973708E0
1.64999999949999987E10	-7.71401385048890909E0
1.65535714237500042E10	-7.67746925384556000E0
1.66071428525000009E10	-7.64732587044271295E0
1.66607142812500020E10	-7.62273666129095062E0
1.67142857099999986E10	-7.60288381986193507E0
1.67678571387499953E10	-7.58700180859809503E0
1.68214285675000008E10	-7.57439533889658101E0
1.68749999962499997E10	-7.56445216725650926E0
1.69285714250000008E10	-7.55665103664437598E0
1.69821428537499974E10	-7.55056538602605620E0
1.70357142824999985E10	-7.54586359697048348E0
1.70892857112499996E10	-7.54230657467534460E0
1.71428571400000007E10	-7.53974340721136471E0
1.72142857112499992E10	-7.53776481180083913E0
1.72857142824999999E10	-7.53748587516314128E0
1.73571428537499983E10	-7.53916430571821028E0
1.74285714250000012E10	-7.54324127370367847E0
1.74999999962499997E10	-7.55031344349107147E0
1.75714285675000004E10	-7.56110608953036767E0
1.76428571387499966E10	-7.57644720262805915E0
1.77142857099999995E10	-7.59724226442441175E0
1.77857142824999981E10	-7.62444930479816385E0
1.78571428549999989E10	-7.65905391745162767E0
1.79285714274999952E10	-7.70204407221404530E0
1.80000000000000004E10	-7.75438477241182333E0


