        Frequency / GHz                S1,1 (1)/abs,dB
                 19.9792                      -10.412752
                 20.0056                      -10.357002
                  20.032                      -10.307803
               20.058399                       -10.26556
               20.084801                      -10.230659
                 20.1112                      -10.203466
                 20.1376                       -10.18433
                  20.164                      -10.173581
               20.190399                      -10.171535
               20.216801                      -10.178491
                 20.2432                      -10.194736
                 20.2696                      -10.220545
                  20.296                      -10.256179
               20.322399                      -10.301892
               20.348801                      -10.357931
                 20.3752                      -10.424534
                 20.4016                      -10.501936
               20.427999                      -10.590372
               20.454399                      -10.690074
               20.480801                      -10.801275
                 20.5072                      -10.924217
                 20.5336                      -11.059143
               20.559999                      -11.206309
               20.586399                      -11.365981
               20.612801                      -11.538444
                 20.6392                         -11.724
                 20.6656                      -11.922975
               20.691999                      -12.135729
               20.718399                       -12.36265
               20.744801                      -12.604171
                 20.7712                      -12.860776
                 20.7976                      -13.133001
               20.823999                      -13.421458
               20.850401                      -13.726835
               20.876801                      -14.049919
                 20.9032                      -14.391606
                 20.9296                      -14.752933
               20.955999                      -15.135093
               20.982401                      -15.539476
               21.008801                      -15.967701
                 21.0352                      -16.421673
                 21.0616                      -16.903634
               21.087999                      -17.416256
               21.114401                      -17.962734
                 21.1408                      -18.546924
                 21.1672                      -19.173529
                 21.1936                      -19.848338
               21.219999                      -20.578579
               21.246401                      -21.373402
                 21.2728                      -22.244596
                 21.2992                      -23.207669
                 21.3256                      -24.283528
               21.351999                      -25.501193
               21.378401                      -26.902377
                 21.4048                      -28.549562
                 21.4312                      -30.540551
                 21.4576                      -33.032969
               21.483999                      -36.253952
               21.510401                      -40.070085
                 21.5368                      -41.055724
                 21.5632                      -37.611855
                 21.5896                      -34.212418
               21.615999                      -31.601614
               21.642401                       -29.56173
                 21.6688                      -27.909961
                 21.6952                      -26.532249
                 21.7216                      -25.356724
               21.747999                       -24.33612
               21.774401                       -23.43799
                 21.8008                      -22.639217
                 21.8272                      -21.922799
                 21.8536                      -21.275902
               21.879999                      -20.688605
               21.906401                      -20.153096
                 21.9328                      -19.663107
                 21.9592                      -19.213539
                 21.9856                       -18.80018
               22.011999                       -18.41951
               22.038401                       -18.06855
                 22.0648                       -17.74475
                 22.0912                      -17.445903
               22.117599                      -17.170081
               22.143999                      -16.915577
               22.170401                      -16.680871
                 22.1968                       -16.46459
                 22.2232                      -16.265486
               22.249599                       -16.08241
               22.275999                      -15.914297
               22.302401                      -15.760152
                 22.3288                      -15.619034
                 22.3552                      -15.490051
               22.381599                       -15.37235
               22.408001                      -15.265109
               22.434401                      -15.167535
                 22.4608                       -15.07886
                 22.4872                      -14.998334
               22.513599                      -14.925229
               22.540001                      -14.858837
               22.566401                      -14.798462
                 22.5928                      -14.743432
                 22.6192                       -14.69309
               22.645599                      -14.646801
               22.672001                      -14.603949
                 22.6984                      -14.563943
                 22.7248                      -14.526217
                 22.7512                       -14.49023
               22.777599                      -14.455469
               22.804001                      -14.421453
                 22.8304                      -14.387731
                 22.8568                      -14.353886
                 22.8832                      -14.319536
               22.909599                      -14.284335
               22.936001                      -14.247973
                 22.9624                      -14.210177
                 22.9888                      -14.170716
                 23.0152                      -14.129395
               23.041599                      -14.086063
               23.068001                      -14.040606
                 23.0944                      -13.992954
                 23.1208                      -13.943082
                 23.1472                      -13.891004
               23.173599                      -13.836781
               23.200001                      -13.780516
                 23.2264                      -13.722362
                 23.2528                      -13.662515
                 23.2792                      -13.601213
               23.305599                      -13.538743
               23.332001                      -13.475434
                 23.3584                      -13.411658
                 23.3848                      -13.347827
                 23.4112                      -13.284391
               23.437599                      -13.221835
               23.464001                      -13.160678
                 23.4904                      -13.101466
                 23.5168                      -13.044772
                 23.5432                      -12.991189
               23.569599                      -12.941328
               23.596001                      -12.895818
                 23.6224                      -12.855294
                 23.6488                      -12.820402
                 23.6752                       -12.79179
               23.701599                      -12.770111
               23.728001                      -12.756016
                 23.7544                      -12.750158
                 23.7808                      -12.753181
               23.807199                      -12.765732
               23.833599                      -12.788447
               23.860001                      -12.821965
                 23.8864                      -12.866913
                 23.9128                      -12.923917
               23.939199                      -12.993598
               23.965599                      -13.076574
               23.992001                       -13.17346
                 24.0184                      -13.284866
                 24.0448                        -13.4114
               24.071199                      -13.553665
               24.097601                      -13.712256
               24.124001                      -13.887759
                 24.1504                      -14.080746
                 24.1768                      -14.291764
               24.203199                      -14.521328
               24.229601                      -14.769902
               24.256001                      -15.037877
                 24.2824                      -15.325543
                 24.3088                      -15.633044
               24.335199                      -15.960322
               24.361601                      -16.307042
                  24.388                      -16.672492
                 24.4144                      -17.055453
                 24.4408                      -17.454033
               24.467199                      -17.865462
               24.493601                      -18.285858
                   24.52                      -18.709959
                 24.5464                       -19.13088
                 24.5728                       -19.53994
               24.599199                      -19.926674
               24.625601                      -20.279147
                  24.652                      -20.584706
                 24.6784                      -20.831223
                 24.7048                      -21.008685
               24.731199                      -21.110822
               24.757601                      -21.136268
                  24.784                      -21.088861
                 24.8104                      -20.976961
                 24.8368                      -20.812046
               24.863199                      -20.607049
               24.889601                       -20.37489
                  24.916                       -20.12743
                 24.9424                      -19.874917
                 24.9688                      -19.625821
               24.995199                      -19.386912
               25.021601                      -19.163485
                  25.048                      -18.959625
                 25.0744                      -18.778476
                 25.1008                       -18.62247
               25.127199                      -18.493533
               25.153601                      -18.393252
                   25.18                      -18.323005
                 25.2064                      -18.284074
                 25.2328                      -18.277734
               25.259199                      -18.305334
               25.285601                      -18.368374
                  25.312                      -18.468565
                 25.3384                      -18.607913
               25.364799                      -18.788793
               25.391199                      -19.014043
               25.417601                      -19.287077
                  25.444                      -19.612017
                 25.4704                      -19.993872
               25.496799                      -20.438744
               25.523199                       -20.95409
               25.549601                      -21.549034
                  25.576                      -22.234694
                 25.6024                      -23.024403
               25.628799                      -23.933471
               25.655199                      -24.977435
               25.681601                      -26.165911
                  25.708                      -27.484176
                 25.7344                       -28.84473
               25.760799                      -29.992413
               25.787201                      -30.464401
               25.813601                      -29.929464
                   25.84                      -28.619928
                 25.8664                      -27.015821
               25.892799                      -25.418891
               25.919201                      -23.942153
               25.945601                      -22.609922
                  25.972                      -21.415448
                 25.9984                      -20.343659
               26.024799                      -19.378962
               26.051201                      -18.507547
                 26.0776                      -17.717824
                  26.104                       -17.00025
                 26.1304                      -16.347009
               26.156799                      -15.751698
               26.183201                      -15.209057
                 26.2096                      -14.714747
                  26.236                      -14.265181
                 26.2624                      -13.857381
               26.288799                      -13.488876
               26.315201                      -13.157616
                 26.3416                      -12.861906
                  26.368                      -12.600352
                 26.3944                      -12.371821
               26.420799                       -12.17541
               26.447201                      -12.010413
                 26.4736                      -11.876308
                    26.5                      -11.772737

        Frequency / GHz                S1,1 (4)/abs,dB
----------------------------------------------------------------------
                     0.1                     -0.13633137
              0.12639999                     -0.13198518
              0.15279999                     -0.12673394
              0.17919999                      -0.1206436
              0.20559999                     -0.11379062
              0.23199999                     -0.10626698
              0.25839999                    -0.098171321
              0.28479999                    -0.089614654
              0.31119999                    -0.080715712
              0.33759999                    -0.071606095
              0.36399999                    -0.062418258
              0.39039999                    -0.053297957
              0.41679999                    -0.044394139
              0.44319999                    -0.035860989
              0.46959999                    -0.027855678
              0.49599999                    -0.020540674
              0.52240002                    -0.014077515
              0.54879999                   -0.0086297836
              0.57520002                   -0.0043617136
              0.60159999                   -0.0014319294
              0.62800002                  -8.7298695e-08
              0.65439999                   -0.0002209584
              0.68080002                   -0.0022433953
              0.70719999                   -0.0062120019
              0.73360002                    -0.012263324
              0.75999999                     -0.02052808
              0.78640002                    -0.031129756
              0.81279999                    -0.044181392
              0.83920002                    -0.059787216
              0.86559999                    -0.078043671
              0.89200002                    -0.099036551
              0.91839999                     -0.12284201
              0.94480002                     -0.14952766
              0.97119999                     -0.17915202
              0.99760002                     -0.21176087
                   1.024                     -0.24739806
                  1.0504                     -0.28609387
                  1.0768                     -0.32787615
                  1.1032                     -0.37276159
                  1.1296                     -0.42076631
                   1.156                     -0.47190152
                  1.1824                     -0.52617566
                  1.2088                     -0.58359617
                  1.2352                     -0.64417099
                  1.2616                      -0.7079125
                   1.288                     -0.77483466
                  1.3144                     -0.84495925
                  1.3408                      -0.9183163
                  1.3672                     -0.99494328
                  1.3936                      -1.0748931
                    1.42                      -1.1582283
                  1.4464                      -1.2450299
                  1.4728                      -1.3353946
                  1.4992                      -1.4294357
                  1.5256                      -1.5272901
                   1.552                      -1.6291118
                  1.5784                      -1.7350808
                  1.6048                      -1.8453963
                  1.6312                      -1.9602837
                  1.6576                       -2.079992
                   1.684                      -2.2047922
                  1.7104                      -2.3349845
                  1.7368                      -2.4708884
                  1.7632                      -2.6128504
                  1.7896                      -2.7612407
                   1.816                       -2.916453
                  1.8424                      -3.0789039
                  1.8688                      -3.2490321
                  1.8952                      -3.4272985
                  1.9216                      -3.6141874
                   1.948                      -3.8102011
                  1.9744                      -4.0158643
               2.0007999                      -4.2317213
                  2.0272                      -4.4583351
               2.0536001                      -4.6962881
               2.0799999                      -4.9461786
                  2.1064                      -5.2086227
               2.1328001                      -5.4842505
                  2.1592                      -5.7737048
                  2.1856                      -6.0776367
               2.2119999                      -6.3967041
                  2.2384                      -6.7315615
               2.2648001                      -7.0828521
               2.2911999                      -7.4511939
                  2.3176                      -7.8371689
               2.3440001                       -8.241288
                  2.3704                      -8.6639686
                  2.3968                      -9.1054836
               2.4231999                      -9.5659026
                  2.4496                      -10.045016
               2.4760001                      -10.542222
               2.5023999                      -11.056394
                  2.5288                      -11.585705
               2.5552001                      -12.127412
                  2.5816                        -12.6776
                   2.608                      -13.230914
               2.6343999                      -13.780302
                  2.6608                      -14.316847
               2.6872001                      -14.829805
               2.7135999                      -15.306982
                    2.74                      -15.735581
               2.7664001                      -16.103553
               2.7927999                      -16.401301
                  2.8192                      -16.623332
               2.8455999                      -16.769356
                   2.872                      -16.844429
               2.8984001                       -16.85808
               2.9247999                      -16.822761
                  2.9512                      -16.752108
               2.9776001                      -16.659484
               3.0039999                      -16.556999
                  3.0304                      -16.455016
               3.0567999                      -16.362047
                  3.0832                      -16.284878
               3.1096001                      -16.228811
               3.1359999                      -16.197923
                  3.1624                       -16.19533
               3.1888001                      -16.223397
               3.2151999                      -16.283888
                  3.2416                      -16.378088
               3.2679999                      -16.506855
                  3.2944                      -16.670623
               3.3208001                      -16.869341
               3.3471999                      -17.102337
                  3.3736                      -17.368101
               3.4000001                      -17.663938
               3.4263999                      -17.985493
                  3.4528                      -18.326117
               3.4791999                      -18.676092
                  3.5056                      -19.021833
               3.5320001                      -19.345296
               3.5583999                      -19.624073
                  3.5848                      -19.832807
               3.6112001                       -19.94642
               3.6375999                      -19.944913
                   3.664                      -19.818274
               3.6903999                      -19.569253
                  3.7168                      -19.212482
               3.7432001                      -18.770446
               3.7695999                      -18.268365
                   3.796                      -17.730012
               3.8224001                      -17.175354
               3.8487999                      -16.619838
                  3.8752                       -16.07467
               3.9015999                       -15.54756
                   3.928                      -15.043544
               3.9544001                      -14.565699
               3.9807999                      -14.115727
               4.0071998                      -13.694386
               4.0335999                      -13.301808
               4.0599999                      -12.937711
                  4.0864                      -12.601562
               4.1128001                      -12.292675
               4.1392002                      -12.010282
               4.1655998                      -11.753587
               4.1919999                      -11.521789
                  4.2184                      -11.314104
               4.2448001                      -11.129781
               4.2712002                      -10.968105
               4.2975998                      -10.828401
               4.3239999                      -10.710036
                  4.3504                      -10.612419
               4.3768001                      -10.534997
               4.4032001                      -10.477252
               4.4295998                      -10.438707
               4.4559999                      -10.418908
               4.4823999                      -10.417435
                  4.5088                      -10.433892
               4.5352001                      -10.467901
               4.5616002                      -10.519105
               4.5879998                      -10.587155
               4.6143999                      -10.671717
                  4.6408                      -10.772459
               4.6672001                      -10.889046
               4.6936002                      -11.021139
               4.7199998                      -11.168388
               4.7463999                       -11.33042
                  4.7728                      -11.506837
               4.7992001                       -11.69721
               4.8256001                      -11.901055
               4.8520002                      -12.117839
               4.8783998                      -12.346957
               4.9047999                      -12.587721
                  4.9312                      -12.839347
               4.9576001                      -13.100934
               4.9840002                       -13.37145
               5.0103998                      -13.649715
               5.0367999                       -13.93438
                  5.0632                      -14.223916
               5.0896001                      -14.516599
               5.1160002                      -14.810505
               5.1423998                      -15.103512
               5.1687999                      -15.393312
                  5.1952                       -15.67744
               5.2216001                       -15.95332
               5.2480001                      -16.218325
               5.2744002                      -16.469861
               5.3007998                      -16.705464
               5.3271999                      -16.922911
                  5.3536                      -17.120319
               5.3800001                      -17.296258
               5.4064002                      -17.449814
               5.4327998                      -17.580648
               5.4591999                      -17.689002
                  5.4856                      -17.775661
               5.5120001                      -17.841899
               5.5384002                      -17.889383
               5.5647998                      -17.920055
               5.5911999                      -17.936027
                  5.6176                      -17.939462
               5.6440001                       -17.93248
               5.6704001                      -17.917077
               5.6968002                      -17.895055
               5.7231998                      -17.867981
               5.7495999                      -17.837158
                   5.776                      -17.803603
               5.8024001                      -17.768044
               5.8288002                      -17.730917
               5.8551998                      -17.692378
               5.8815999                      -17.652315
                   5.908                       -17.61036
               5.9344001                      -17.565911
               5.9608002                       -17.51816
               5.9871998                      -17.466118
               6.0135999                      -17.408654
                    6.04                      -17.344538
               6.0664001                      -17.272483
               6.0928001                      -17.191206
               6.1192002                      -17.099481
               6.1455998                      -16.996199
               6.1719999                      -16.880426
                  6.1984                      -16.751451
               6.2248001                      -16.608833
               6.2512002                      -16.452428
               6.2775998                      -16.282403
               6.3039999                       -16.09923
                  6.3304                      -15.903674
               6.3568001                      -15.696755
               6.3832002                       -15.47971
               6.4095998                      -15.253942
               6.4359999                      -15.020966
                  6.4624                      -14.782365
                  6.4888                      -14.539738
               6.5152001                      -14.294664
               6.5416002                      -14.048669
               6.5679998                      -13.803199
               6.5943999                      -13.559606
                  6.6208                      -13.319135
               6.6472001                      -13.082922
               6.6736002                      -12.851985
               6.6999998                      -12.627238
               6.7263999                      -12.409484
                  6.7528                      -12.199434
               6.7792001                      -11.997704
               6.8056002                      -11.804828
               6.8319998                      -11.621269
               6.8583999                      -11.447419
                  6.8848                      -11.283614
                  6.9112                      -11.130139
               6.9376001                      -10.987233
               6.9640002                      -10.855096
               6.9903998                      -10.733894
               7.0167999                      -10.623766
                  7.0432                      -10.524824
               7.0696001                      -10.437161
               7.0960002                      -10.360852
               7.1223998                      -10.295954
               7.1487999                      -10.242521
                  7.1752                      -10.200586
               7.2016001                      -10.170185
               7.2280002                      -10.151337
               7.2543998                      -10.144063
               7.2807999                      -10.148378
                  7.3072                      -10.164293
                  7.3336                      -10.191816
               7.3600001                      -10.230959
               7.3864002                       -10.28172
               7.4127998                      -10.344106
               7.4391999                      -10.418111
                  7.4656                      -10.503736
               7.4920001                      -10.600966
               7.5184002                      -10.709785
               7.5447998                      -10.830166
               7.5711999                      -10.962067
                  7.5976                      -11.105433
               7.6240001                      -11.260182
               7.6504002                      -11.426207
               7.6767998                      -11.603362
               7.7031999                      -11.791457
                  7.7296                       -11.99024
                   7.756                      -12.199389
               7.7824001                       -12.41849
               7.8088002                      -12.647018
               7.8351998                      -12.884314
               7.8615999                      -13.129551
                   7.888                       -13.38171
               7.9144001                      -13.639537
               7.9408002                      -13.901507
               7.9671998                      -14.165785
               7.9935999                      -14.430187
               8.0200005                      -14.692152
               8.0464001                      -14.948725
               8.0727997                      -15.196556
               8.0992002                      -15.431943
               8.1255999                      -15.650907
               8.1520004                      -15.849314
                  8.1784                      -16.023055
               8.2047997                      -16.168262
               8.2312002                      -16.281566
               8.2575998                      -16.360337
               8.2840004                      -16.402905
                  8.3104                        -16.4087
               8.3367996                      -16.378303
               8.3632002                      -16.313384
               8.3895998                      -16.216559
               8.4160004                      -16.091159
                  8.4424                      -15.940989
               8.4687996                      -15.770073
               8.4952002                      -15.582435
               8.5215998                      -15.381932
               8.5480003                      -15.172129
               8.5743999                      -14.956219
               8.6007996                         -14.737
               8.6272001                       -14.51687
               8.6535997                      -14.297838
               8.6800003                      -14.081564
               8.7063999                      -13.869389
               8.7327995                      -13.662379
               8.7592001                      -13.461363
               8.7855997                      -13.266968
               8.8120003                      -13.079652
               8.8383999                      -12.899732
               8.8648005                       -12.72741
               8.8912001                      -12.562794
               8.9175997                      -12.405913
               8.9440002                      -12.256738
               8.9703999                      -12.115191
               8.9968004                      -11.981157
                  9.0232                      -11.854493
               9.0495996                      -11.735034
               9.0760002                      -11.622605
               9.1023998                      -11.517023
               9.1288004                      -11.418096
                  9.1552                      -11.325642
               9.1815996                      -11.239476
               9.2080002                      -11.159426
               9.2343998                      -11.085326
               9.2608004                      -11.017021
                  9.2872                      -10.954374
               9.3135996                      -10.897255
               9.3400002                      -10.845557
               9.3663998                       -10.79918
               9.3928003                      -10.758045
               9.4191999                      -10.722084
               9.4455996                      -10.691242
               9.4720001                      -10.665477
               9.4983997                      -10.644757
               9.5248003                      -10.629054
               9.5511999                      -10.618352
               9.5775995                       -10.61263
               9.6040001                      -10.611871
               9.6303997                      -10.616051
               9.6568003                      -10.625136
               9.6831999                      -10.639082
               9.7096004                      -10.657825
               9.7360001                      -10.681282
               9.7623997                      -10.709341
               9.7888002                      -10.741856
               9.8151999                      -10.778648
               9.8416004                      -10.819492
                   9.868                      -10.864117
               9.8943996                      -10.912199
               9.9208002                      -10.963358
               9.9471998                       -11.01715
               9.9736004                      -11.073071
                      10                      -11.130547
                 10.0264                      -11.188941
                 10.0528                      -11.247544
                 10.0792                       -11.30559
                 10.1056                      -11.362258
                  10.132                      -11.416671
                 10.1584                      -11.467921
                 10.1848                      -11.515077
                 10.2112                      -11.557206
                 10.2376                      -11.593392
                  10.264                      -11.622757
                 10.2904                      -11.644489
                 10.3168                      -11.657866
                 10.3432                      -11.662277
                 10.3696                      -11.657243
                  10.396                      -11.642439
                 10.4224                      -11.617696
                 10.4488                      -11.583015
                 10.4752                      -11.538563
                 10.5016                      -11.484667
                  10.528                      -11.421795
                 10.5544                       -11.35055
                 10.5808                      -11.271637
                 10.6072                      -11.185843
                 10.6336                      -11.094017
                   10.66                      -10.997037
                 10.6864                      -10.895795
                 10.7128                      -10.791172
                 10.7392                      -10.684022
                 10.7656                      -10.575159
                  10.792                      -10.465347
                 10.8184                      -10.355287
                 10.8448                      -10.245617
                 10.8712                      -10.136907
                 10.8976                       -10.02966
                  10.924                      -9.9243143
                 10.9504                      -9.8212419
                 10.9768                      -9.7207568
                 11.0032                      -9.6231191
                 11.0296                      -9.5285393
                  11.056                       -9.437184
                 11.0824                      -9.3491805
                 11.1088                      -9.2646294
                 11.1352                       -9.183601
                 11.1616                      -9.1061483
                  11.188                      -9.0323104
                 11.2144                      -8.9621201
                 11.2408                      -8.8956018
                 11.2672                      -8.8327869
                 11.2936                      -8.7737126
                   11.32                      -8.7184234
                 11.3464                        -8.66698
                 11.3728                      -8.6194585
                 11.3992                       -8.575955
                 11.4256                      -8.5365881
                  11.452                      -8.5014968
                 11.4784                      -8.4708462
                 11.5048                      -8.4448265
                 11.5312                      -8.4236502
                 11.5576                      -8.4075558
                  11.584                      -8.3968081
                 11.6104                      -8.3916942
                 11.6368                       -8.392521
                 11.6632                      -8.3996229
                 11.6896                        -8.41335
                  11.716                      -8.4340754
                 11.7424                      -8.4621876
                 11.7688                      -8.4980959
                 11.7952                      -8.5422281
                 11.8216                      -8.5950229
                  11.848                      -8.6569419
                 11.8744                      -8.7284611
                 11.9008                      -8.8100722
                 11.9272                       -8.902288
                 11.9536                      -9.0056386
                   11.98                       -9.120678
                 12.0064                      -9.2479817
                 12.0328                      -9.3881542
                 12.0592                      -9.5418294
                 12.0856                      -9.7096753
                  12.112                      -9.8924007
                 12.1384                       -10.09076
                 12.1648                      -10.305563
                 12.1912                      -10.537676
                 12.2176                      -10.788041
                  12.244                      -11.057685
                 12.2704                      -11.347726
                 12.2968                      -11.659397
                 12.3232                      -11.994069
                 12.3496                       -12.35326
                  12.376                      -12.738676
                 12.4024                      -13.152235
                 12.4288                      -13.596109
                 12.4552                       -14.07277
                 12.4816                      -14.585038
                  12.508                      -15.136151
                 12.5344                      -15.729826
                 12.5608                      -16.370339
                 12.5872                      -17.062575
                 12.6136                      -17.812067
                   12.64                      -18.624922
                 12.6664                      -19.507534
                 12.6928                      -20.465795
                 12.7192                       -21.50324
                 12.7456                      -22.616932
                  12.772                      -23.788851
                 12.7984                       -24.96958
                 12.8248                      -26.053857
                 12.8512                      -26.865746
                 12.8776                      -27.206823
                  12.904                       -26.99038
                 12.9304                      -26.321049
                 12.9568                      -25.400123
                 12.9832                      -24.396752
                 13.0096                      -23.409181
                  13.036                      -22.482468
                 13.0624                      -21.632405
                 13.0888                      -20.860898
                 13.1152                      -20.163968
                 13.1416                      -19.535555
                  13.168                      -18.969219
                 13.1944                      -18.458855
                 13.2208                      -17.998952
                 13.2472                      -17.584647
                 13.2736                      -17.211695
                    13.3                      -16.876402
                 13.3264                      -16.575556
                 13.3528                      -16.306359
                 13.3792                      -16.066366
                 13.4056                      -15.853435
                  13.432                       -15.66568
                 13.4584                      -15.501436
                 13.4848                      -15.359222
                 13.5112                      -15.237727
                 13.5376                      -15.135772
                  13.564                      -15.052303
                 13.5904                      -14.986365
                 13.6168                      -14.937099
                 13.6432                      -14.903718
                 13.6696                      -14.885504
                  13.696                      -14.881794
                 13.7224                      -14.891969
                 13.7488                      -14.915453
                 13.7752                      -14.951691
                 13.8016                      -15.000151
                  13.828                      -15.060316
                 13.8544                      -15.131662
                 13.8808                      -15.213661
                 13.9072                      -15.305768
                 13.9336                      -15.407402
                   13.96                      -15.517945
                 13.9864                      -15.636717
                 14.0128                      -15.762976
                 14.0392                      -15.895889
                 14.0656                      -16.034525
                  14.092                      -16.177839
                 14.1184                       -16.32465
                 14.1448                      -16.473641
                 14.1712                      -16.623329
                 14.1976                      -16.772072
                  14.224                      -16.918059
                 14.2504                      -17.059322
                 14.2768                      -17.193748
                 14.3032                      -17.319112
                 14.3296                      -17.433112
