        Frequency / GHz                S1,1/abs,dB
----------------------------------------------------------------------
                     0.1                    -0.028540022
                  0.1149                     -0.03875307
              0.12980001                    -0.049724377
              0.14470001                    -0.061222782
                  0.1596                    -0.073001869
                  0.1745                    -0.084805517
                  0.1894                    -0.096374538
                  0.2043                     -0.10745058
                  0.2192                     -0.11778506
                  0.2341                     -0.12713902
                   0.249                      -0.1352951
              0.26390001                     -0.14205889
              0.27880001                     -0.14726679
              0.29370001                     -0.15078852
              0.30860001                      -0.1525314
              0.32350001                     -0.15244584
              0.33840001                     -0.15052348
              0.35330001                     -0.14680005
                  0.3682                     -0.14135589
                  0.3831                      -0.1343118
                   0.398                     -0.12582983
                  0.4129                     -0.11610877
                  0.4278                     -0.10537747
                  0.4427                    -0.093892693
                  0.4576                    -0.081933236
                  0.4725                     -0.06979209
                  0.4874                    -0.057769565
              0.50230002                    -0.046171799
              0.51719999                    -0.035297847
              0.53210002                    -0.025434332
              0.54699999                    -0.016858462
              0.56190002                   -0.0098194784
              0.57679999                   -0.0045408656
              0.59170002                   -0.0012155919
              0.60659999                    -9.35171e-08
              0.62150002                   -0.0010123025
              0.63639998                   -0.0043269909
              0.65130001                   -0.0099759821
              0.66619998                    -0.017945215
              0.68110001                     -0.02817228
              0.69599998                    -0.040550951
              0.71090001                    -0.054926605
              0.72579998                    -0.071103255
              0.74070001                    -0.088841757
              0.75559998                      -0.1078696
                  0.7705                     -0.12787686
              0.78539997                     -0.14853362
                  0.8003                     -0.16948814
              0.81519997                     -0.19038079
                  0.8301                     -0.21085153
              0.84500003                     -0.23055121
                  0.8599                     -0.24915087
              0.87480003                     -0.26635711
                  0.8897                     -0.28192066
              0.90460002                     -0.29564547
              0.91949999                     -0.30740416
              0.93440002                     -0.31714366
              0.94929999                      -0.3248936
              0.96420002                     -0.33076987
              0.97909999                     -0.33498101
              0.99400002                       -0.337826
                  1.0089                     -0.33969613
                  1.0238                     -0.34106822
                  1.0387                     -0.34250107
                  1.0536                     -0.34463011
                  1.0685                     -0.34815683
                  1.0834                     -0.35384136
                  1.0983                     -0.36249594
               1.1131999                     -0.37497042
                  1.1281                     -0.39215251
                   1.143                     -0.41495398
                  1.1579                     -0.44430664
               1.1727999                     -0.48115875
                  1.1877                     -0.52647101
                  1.2026                      -0.5812147
                  1.2175                     -0.64637258
               1.2323999                     -0.72293788
                  1.2473                     -0.81191784
                  1.2622                     -0.91434079
                  1.2771                      -1.0312579
               1.2920001                      -1.1637559
                  1.3069                      -1.3129612
                  1.3218                      -1.4800554
                  1.3367                       -1.666289
               1.3516001                      -1.8729968
                  1.3665                      -2.1016161
                  1.3814                      -2.3537142
                  1.3963                      -2.6310165
                  1.4112                      -2.9354381
                  1.4261                      -3.2691308
                   1.441                      -3.6345358
                  1.4559                      -4.0344475
                  1.4708                      -4.4721028
                  1.4857                      -4.9512887
                  1.5006                      -5.4764834
               1.5154999                      -6.0530423
                  1.5304                      -6.6874439
                  1.5453                      -7.3876248
                  1.5602                      -8.1634216
               1.5750999                      -9.0271785
                    1.59                      -9.9945342
                  1.6049                      -11.085407
                  1.6198                       -12.32494
               1.6346999                      -13.743428
                  1.6496                      -15.371316
                  1.6645                      -17.215041
                  1.6794                      -19.167054
               1.6943001                       -20.76865
                  1.7092                      -21.128253
                  1.7241                      -19.994316
                   1.739                      -18.197864
               1.7539001                      -16.395344
                  1.7688                      -14.790302
                  1.7837                      -13.402336
                  1.7986                      -12.205173
                  1.8135                       -11.16728
                  1.8284                      -10.261367
                  1.8433                      -9.4655486
                  1.8582                      -8.7625965
                  1.8731                      -8.1389096
                   1.888                      -7.5836481
                  1.9029                      -7.0880594
               1.9177999                      -6.6449737
                  1.9327                      -6.2484359
                  1.9476                      -5.8934207
                  1.9625                      -5.5756305
               1.9773999                      -5.2913332
                  1.9923                      -5.0372428
                  2.0072                      -4.8104218
                  2.0221                      -4.6082153
               2.0369999                      -4.4281857
               2.0518999                       -4.268073
               2.0668001                      -4.1257586
               2.0817001                      -3.9992453
               2.0966001                      -3.8866302
                  2.1115                      -3.7861016
                  2.1264                      -3.6959305
                  2.1413                      -3.6144658
               2.1561999                      -3.5401457
               2.1710999                      -3.4714955
               2.1860001                      -3.4071501
               2.2009001                      -3.3458527
                  2.2158                      -3.2864792
                  2.2307                       -3.228044
                  2.2456                      -3.1697138
                  2.2605                      -3.1108157
               2.2753999                      -3.0508439
               2.2902999                      -2.9894581
               2.3052001                      -2.9264832
               2.3201001                      -2.8618947
                   2.335                      -2.7958138
                  2.3499                       -2.728486
                  2.3648                      -2.6602593
               2.3796999                      -2.5915707
               2.3945999                      -2.5229169
               2.4094999                       -2.454833
               2.4244001                      -2.3878753
               2.4393001                      -2.3225949
                  2.4542                      -2.2595256
                  2.4691                      -2.1991648
                   2.484                      -2.1419598
               2.4988999                      -2.0882997
               2.5137999                      -2.0385039
               2.5287001                      -1.9928185
               2.5436001                      -1.9514123
               2.5585001                        -1.91437
                  2.5734                      -1.8816942
                  2.5883                      -1.8533086
                  2.6032                      -1.8290559
               2.6180999                      -1.8087021
               2.6329999                      -1.7919434
               2.6479001                      -1.7784096
               2.6628001                      -1.7676734
                  2.6777                      -1.7592597
                  2.6926                      -1.7526534
                  2.7075                      -1.7473127
                  2.7224                      -1.7426794
               2.7372999                      -1.7381992
               2.7521999                       -1.733324
               2.7671001                      -1.7275369
               2.7820001                      -1.7203605
                  2.7969                      -1.7113733
                  2.8118                      -1.7002174
                  2.8267                      -1.6866133
               2.8415999                      -1.6703626
               2.8564999                      -1.6513567
               2.8714001                      -1.6295767
               2.8863001                      -1.6050908
               2.9012001                      -1.5780525
                  2.9161                      -1.5486915
                   2.931                      -1.5173033
                  2.9459                      -1.4842403
               2.9607999                      -1.4498965
               2.9756999                      -1.4146933
               2.9906001                      -1.3790702
               3.0055001                      -1.3434651
                  3.0204                      -1.3083051
                  3.0353                      -1.2739932
                  3.0502                       -1.240902
                  3.0651                      -1.2093563
               3.0799999                      -1.1796337
               3.0948999                      -1.1519557
               3.1098001                      -1.1264841
               3.1247001                      -1.1033152
                  3.1396                      -1.0824833
                  3.1545                      -1.0639585
                  3.1694                      -1.0476478
               3.1842999                      -1.0333993
               3.1991999                      -1.0210065
               3.2140999                      -1.0102154
               3.2290001                      -1.0007269
               3.2439001                      -0.9922077
                  3.2588                     -0.98430164
                  3.2737                     -0.97663532
                  3.2886                     -0.96883016
               3.3034999                     -0.96051484
               3.3183999                     -0.95133543
               3.3333001                     -0.94096478
               3.3482001                     -0.92911584
               3.3631001                     -0.91554863
                   3.378                     -0.90007708
                  3.3929                     -0.88257944
                  3.4078                     -0.86299696
               3.4226999                     -0.84134039
               3.4375999                     -0.81768647
               3.4525001                     -0.79217611
               3.4674001                      -0.7650111
                  3.4823                     -0.73644521
                  3.4972                     -0.70677755
                  3.5121                     -0.67634248
                   3.527                     -0.64550134
               3.5418999                     -0.61462752
               3.5567999                     -0.58410169
               3.5717001                     -0.55429729
               3.5866001                     -0.52557296
                  3.6015                      -0.4982637
                  3.6164                     -0.47267054
                  3.6313                     -0.44905806
               3.6461999                     -0.42764428
               3.6610999                     -0.40859996
               3.6760001                     -0.39204322
               3.6909001                     -0.37803738
               3.7058001                     -0.36659105
                  3.7207                     -0.35765753
                  3.7356                     -0.35113712
                  3.7505                     -0.34687858
               3.7653999                      -0.3446822
               3.7802999                      -0.3443071
               3.7952001                     -0.34547526
               3.8101001                     -0.34787595
                   3.825                     -0.35117946
                  3.8399                     -0.35504072
                  3.8548                     -0.35911052
                  3.8697                     -0.36304269
               3.8845999                     -0.36650804
               3.8994999                     -0.36920255
               3.9144001                     -0.37085456
               3.9293001                     -0.37123488
                  3.9442                     -0.37016736
