        Frequency / GHz                S1,1/abs,dB
----------------------------------------------------------------------
                     0.1                      0.10766059
                  0.1069                      0.17895103
                  0.1138                       0.2233449
                  0.1207                      0.23400997
                  0.1276                      0.20822587
                  0.1345                      0.14785312
              0.14139999                     0.059538576
              0.14830001                    -0.045503516
                  0.1552                     -0.15240527
                  0.1621                     -0.24458182
                   0.169                     -0.30673194
                  0.1759                     -0.32842706
              0.18279999                     -0.30716155
              0.18970001                     -0.24961095
              0.19660001                     -0.17054197
                  0.2035                    -0.089940175
                  0.2104                    -0.029599249
                  0.2173                     -0.01027436
                  0.2242                     -0.04986566
              0.23109999                     -0.16248023
              0.23800001                     -0.35795141
                  0.2449                     -0.64131238
                  0.2518                       -1.011758
              0.25870001                      -1.4607004
                  0.2656                       -1.968704
              0.27250001                      -2.5016981
              0.27939999                      -3.0084688
                  0.2863                      -3.4239837
              0.29319999                      -3.6839468
                  0.3001                      -3.7492282
              0.30700001                      -3.6252894
              0.31389999                      -3.3596492
              0.32080001                      -3.0198903
              0.32769999                      -2.6707475
                  0.3346                      -2.3624673
              0.34150001                      -2.1295674
                  0.3484                      -1.9943629
              0.35530001                      -1.9713052
              0.36219999                      -2.0705953
                  0.3691                      -2.3008665
              0.37599999                      -2.6711876
                  0.3829                      -3.1927114
              0.38980001                       -3.880198
              0.39669999                      -4.7535309
              0.40360001                      -5.8389225
              0.41049999                      -7.1680394
                  0.4174                      -8.7679101
              0.42429999                       -10.61469
                  0.4312                      -12.470346
              0.43810001                      -13.575164
              0.44499999                      -13.078532
              0.45190001                      -11.422037
              0.45879999                      -9.5480178
                  0.4657                       -7.864624
              0.47260001                      -6.4474385
                  0.4795                      -5.2775128
              0.48640001                      -4.3196966
              0.49329999                      -3.5415373
              0.50019997                      -2.9162253
              0.50709999                      -2.4217904
                   0.514                       -2.039661
              0.52090001                      -1.7533369
              0.52780002                      -1.5473479
              0.53469998                      -1.4065265
              0.54159999                      -1.3156169
                  0.5485                      -1.2593138
              0.55540001                      -1.2227661
              0.56230003                      -1.1925246
              0.56919998                      -1.1577926
              0.57609999                      -1.1116381
                   0.583                      -1.0517711
              0.58990002                     -0.98056362
              0.59680003                     -0.90427296
              0.60369998                      -0.8316587
              0.61059999                      -0.7724174
              0.61750001                     -0.73574393
              0.62440002                     -0.72924205
              0.63129997                     -0.75821426
              0.63819999                     -0.82529157
                  0.6451                     -0.93029318
              0.65200001                      -1.0703109
              0.65890002                      -1.2399732
              0.66579998                      -1.4319511
              0.67269999                      -1.6377387
                  0.6796                      -1.8486859
              0.68650001                      -2.0571714
              0.69340003                      -2.2576671
              0.70029998                      -2.4473782
              0.70719999                      -2.6261922
                  0.7141                      -2.7958872
              0.72100002                      -2.9587319
              0.72790003                      -3.1158607
              0.73479998                      -3.2658127
              0.74169999                      -3.4036609
              0.74860001                      -3.5210947
              0.75550002                      -3.6076904
              0.76239997                      -3.6533768
              0.76929998                      -3.6515722
                  0.7762                       -3.601977
              0.78310001                      -3.5119178
              0.79000002                      -3.3956646
              0.79689997                      -3.2721222
              0.80379999                      -3.1619262
                  0.8107                      -3.0849534
              0.81760001                      -3.0587468
              0.82450002                      -3.0978856
              0.83139998                      -3.2140075
              0.83829999                      -3.4162223
                  0.8452                      -3.7116896
              0.85210001                       -4.106242
              0.85900003                      -4.6050157
              0.86589998                      -5.2130713
              0.87279999                      -5.9359566
              0.87970001                      -6.7800371
              0.88660002                      -7.7519959
              0.89349997                      -8.8559058
              0.90039998                      -10.083676
                  0.9073                      -11.389175
              0.91420001                      -12.630853
              0.92110002                      -13.499363
              0.92799997                      -13.598017
              0.93489999                      -12.824498
                  0.9418                      -11.508775
              0.94870001                      -10.036955
              0.95560002                       -8.624861
              0.96249998                      -7.3554439
              0.96939999                      -6.2504304
                  0.9763                       -5.308694
              0.98320001                      -4.5218487
              0.99010003                      -3.8798653
              0.99699998                      -3.3727771
               1.0039001                      -2.9909054
                  1.0108                       -2.724494
                  1.0177                      -2.5630889
                  1.0246                      -2.4947861
                  1.0315                      -2.5054132
               1.0384001                      -2.5778223
                  1.0453                       -2.691515
                  1.0522                      -2.8230305
                  1.0591                      -2.9475436
                   1.066                      -3.0418551
               1.0729001                      -3.0882954
                  1.0798                      -3.0781957
                  1.0867                      -3.0133149
                  1.0936                      -2.9044149
                  1.1005                      -2.7676575
               1.1073999                      -2.6204151
                  1.1143                      -2.4779026
                  1.1212                      -2.3512372
                  1.1281                       -2.246802
                   1.135                        -2.16653
               1.1418999                      -2.1087158
                  1.1488                      -2.0691323
                  1.1557                      -2.0422846
                  1.1626                      -2.0226849
                  1.1695                      -2.0059834
               1.1763999                      -1.9897825
                  1.1833                      -1.9739878
                  1.1902                       -1.960648
                  1.1971                      -1.9533676
                   1.204                      -1.9564606
               1.2108999                      -1.9740726
                  1.2178                      -2.0094274
                  1.2247                      -2.0643192
                  1.2316                      -2.1388832
                  1.2385                      -2.2316489
                  1.2454                      -2.3398533
                  1.2523                      -2.4599603
                  1.2592                      -2.5883276
                  1.2661                      -2.7218954
                   1.273                      -2.8587741
                  1.2799                       -2.998596
                  1.2868                      -3.1425358
                  1.2937                      -3.2929754
               1.3006001                      -3.4528947
                  1.3075                      -3.6250813
                  1.3144                      -3.8113044
                  1.3213                      -4.0115664
                  1.3282                      -4.2235216
               1.3351001                      -4.4421388
                   1.342                      -4.6597059
                  1.3489                      -4.8662356
                  1.3558                      -5.0503746
                  1.3627                      -5.2007396
               1.3696001                      -5.3075178
                  1.3765                      -5.3639631
                  1.3834                      -5.3673656
                  1.3903                      -5.3192329
                  1.3972                      -5.2246973
               1.4040999                      -5.0914194
                   1.411                      -4.9284078
                  1.4179                      -4.7450473
                  1.4248                      -4.5504485
                  1.4317                      -4.3530884
               1.4385999                      -4.1606149
                  1.4455                      -3.9796925
                  1.4524                      -3.8158183
                  1.4593                      -3.6730779
                  1.4662                      -3.5538432
               1.4730999                      -3.4584876
                    1.48                      -3.3851576
                  1.4869                      -3.3297162
                  1.4938                      -3.2859672
                  1.5007                      -3.2462817
               1.5075999                      -3.2026851
                  1.5145                      -3.1483472
                  1.5214                      -3.0792139
                  1.5283                      -2.9953701
                  1.5352                      -2.9017081
                  1.5421                       -2.807694
                   1.549                      -2.7263256
                  1.5559                      -2.6726736
                  1.5628                      -2.6623938
                  1.5697                      -2.7105297
                  1.5766                      -2.8306192
                  1.5835                      -3.0340179
                  1.5904                      -3.3291334
               1.5973001                      -3.7201898
                  1.6042                      -4.2049605
                  1.6111                      -4.7707676
                   1.618                       -5.388178
                  1.6249                      -6.0032095
               1.6318001                      -6.5331061
                  1.6387                      -6.8776201
                  1.6456                      -6.9559324
                  1.6525                      -6.7521575
                  1.6594                      -6.3257683
               1.6663001                      -5.7749753
                  1.6732                      -5.1921302
                  1.6801                      -4.6426179
                   1.687                      -4.1646735
                  1.6939                       -3.776763
               1.7007999                      -3.4847803
                  1.7077                      -3.2869899
                  1.7146                      -3.1769887
                  1.7215                      -3.1454045
                  1.7284                      -3.1809324
               1.7352999                       -3.271129
                  1.7422                      -3.4032329
                  1.7491                      -3.5651395
                   1.756                      -3.7464797
                  1.7629                      -3.9396467
               1.7697999                      -4.1404712
                  1.7767                      -4.3483224
                  1.7836                      -4.5655007
                  1.7905                      -4.7960342
                  1.7974                      -5.0440879
                  1.8043                      -5.3122525
                  1.8112                      -5.5999205
                  1.8181                      -5.9018795
                   1.825                      -6.2073232
                  1.8319                      -6.4995762
                  1.8388                      -6.7570454
                  1.8457                      -6.9559101
                  1.8526                      -7.0745763
               1.8595001                        -7.09886
                  1.8664                      -7.0258223
                  1.8733                      -6.8643637
                  1.8802                      -6.6323302
                  1.8871                      -6.3517647
               1.8940001                      -6.0444577
                  1.9009                      -5.7290927
                  1.9078                      -5.4201008
                  1.9147                      -5.1277137
                  1.9216                      -4.8585928
               1.9285001                      -4.6166091
                  1.9354                      -4.4035452
                  1.9423                      -4.2196397
                  1.9492                       -4.063995
                  1.9561                      -3.9348569
               1.9630001                      -3.8298485
                  1.9699                      -3.7461674
                  1.9768                      -3.6807997
                  1.9837                      -3.6307345
                  1.9906                      -3.5931906
               1.9974999                      -3.5658133
                  2.0044                      -3.5468091
               2.0113001                      -3.5349998
               2.0181999                      -3.5297641
                  2.0251                      -3.5308889
               2.0320001                      -3.5383597
               2.0388999                      -3.5521562
                  2.0458                      -3.5720762
                  2.0527                      -3.5976898
               2.0596001                      -3.6284081
               2.0664999                      -3.6637041
                  2.0734                       -3.703421
               2.0803001                      -3.7481506
               2.0871999                      -3.7995351
                  2.0941                      -3.8604802
               2.1010001                      -3.9351619
               2.1078999                      -4.0288586
                  2.1148                       -4.147609
                  2.1217                      -4.2977515
               2.1285999                      -4.4854242
                  2.1355                      -4.7160395
                  2.1424                      -4.9937728
               2.1493001                      -5.3210278
               2.1561999                      -5.6978723
                  2.1631                       -6.121394
               2.1700001                      -6.5849901
               2.1768999                      -7.0776511
                  2.1838                      -7.5834606
               2.1907001                      -8.0817062
               2.1975999                      -8.5481479
                  2.2045                      -8.9578963
                  2.2114                       -9.289757
               2.2183001                      -9.5308523
               2.2251999                      -9.6795926
                  2.2321                      -9.7455007
               2.2390001                      -9.7460967
               2.2458999                      -9.7024926
                  2.2528                      -9.6355527
               2.2597001                      -9.5635758
               2.2665999                      -9.5014172
                  2.2735                      -9.4605332
                  2.2804                      -9.4493473
               2.2873001                      -9.4735512
               2.2941999                      -9.5361138
                  2.3011                       -9.636933
               2.3080001                      -9.7721139
               2.3148999                      -9.9329976
                  2.3218                      -10.105166
               2.3287001                      -10.267949
               2.3355999                      -10.395227
                  2.3425                       -10.45844
                  2.3494                      -10.432047
               2.3563001                      -10.300113
               2.3631999                      -10.061043
                  2.3701                      -9.7277752
               2.3770001                      -9.3233008
               2.3838999                      -8.8741528
                  2.3908                      -8.4048735
               2.3977001                      -7.9349405
               2.4045999                      -7.4779725
                  2.4115                      -7.0423529
                  2.4184                      -6.6324376
               2.4252999                      -6.2498484
                  2.4322                      -5.8945871
                  2.4391                      -5.5658945
               2.4460001                      -5.2628244
               2.4528999                      -4.9845585
                  2.4598                      -4.7305165
               2.4667001                      -4.5002952
               2.4735999                      -4.2935206
                  2.4805                      -4.1096652
               2.4874001                      -3.9478841
               2.4942999                      -3.8069118
                  2.5012                      -3.6850581
                  2.5081                      -3.5802766
               2.5150001                      -3.4903366
               2.5218999                      -3.4130406
                  2.5288                      -3.3464666
               2.5357001                       -3.289177
               2.5425999                      -3.2403574
                  2.5495                      -3.1998545
               2.5564001                      -3.1680948
               2.5632999                      -3.1459042
                  2.5702                       -3.134261
                  2.5771                      -3.1340354
               2.5840001                      -3.1457379
               2.5908999                      -3.1693455
                  2.5978                      -3.2042116
               2.6047001                      -3.2490727
               2.6115999                      -3.3021601
                  2.6185                      -3.3613882
               2.6254001                      -3.4245982
               2.6322999                      -3.4898267
                  2.6392                      -3.5555349
                  2.6461                      -3.6207868
               2.6530001                      -3.6853406
                  2.6599                       -3.749651
                  2.6668                      -3.8148042
               2.6737001                      -3.8824245
               2.6805999                      -3.9545679
                  2.6875                      -4.0336662
               2.6944001                      -4.1225106
               2.7012999                       -4.224284
                  2.7082                      -4.3426367
                  2.7151                      -4.4817693
               2.7219999                      -4.6465106
                  2.7289                      -4.8423691
                  2.7358                      -5.0755469
               2.7427001                      -5.3529227
               2.7495999                      -5.6819967
                  2.7565                      -6.0708062
               2.7634001                       -6.527786
               2.7702999                      -7.0615009
                  2.7772                      -7.6801041
               2.7841001                      -8.3901813
               2.7909999                      -9.1943003
                  2.7979                       -10.08594
                  2.8048                       -11.03959
               2.8117001                      -11.993768
               2.8185999                      -12.830532
                  2.8255                      -13.376178
               2.8324001                      -13.469275
               2.8392999                      -13.078173
                  2.8462                      -12.328661
               2.8531001                      -11.401001
               2.8599999                      -10.434564
                  2.8669                      -9.5078926
                  2.8738                      -8.6561044
               2.8807001                      -7.8902594
               2.8875999                      -7.2096796
                  2.8945                      -6.6084852
               2.9014001                       -6.078817
               2.9082999                      -5.6123863
                  2.9152                      -5.2012005
               2.9221001                      -4.8379073
               2.9289999                      -4.5159648
                  2.9359                      -4.2297082
                  2.9428                      -3.9743732
               2.9497001                      -3.7460684
