"# Channel 1"
"# Trace 1"
Frequency; Formatted Data; Formatted Data
+9,36014400000E+009; -1,58643759067E+001; +0,00000000000E+000
+9,45014250000E+009; -1,49905891766E+001; +0,00000000000E+000
+9,54014100000E+009; -1,53611993555E+001; +0,00000000000E+000
+9,63013950000E+009; -1,12123155211E+001; +0,00000000000E+000
+9,72013800000E+009; -1,16893011824E+001; +0,00000000000E+000
+9,81013650000E+009; -8,84596737516E+000; +0,00000000000E+000
+9,90013500000E+009; -8,16803606414E+000; +0,00000000000E+000
+9,99013350000E+009; -7,67701578772E+000; +0,00000000000E+000
+1,00801320000E+010; -6,37412677543E+000; +0,00000000000E+000
+1,01701305000E+010; -6,28208923770E+000; +0,00000000000E+000
+1,02601290000E+010; -6,33569409287E+000; +0,00000000000E+000
+1,03501275000E+010; -5,58638869830E+000; +0,00000000000E+000
+1,04401260000E+010; -5,27299950225E+000; +0,00000000000E+000
+1,05301245000E+010; -4,48117399516E+000; +0,00000000000E+000
+1,06201230000E+010; -3,91378760392E+000; +0,00000000000E+000
+1,07101215000E+010; -3,89139929197E+000; +0,00000000000E+000
+1,08001200000E+010; -3,84083698639E+000; +0,00000000000E+000
+1,08901185000E+010; -4,21477917564E+000; +0,00000000000E+000
+1,09801170000E+010; -4,34717181980E+000; +0,00000000000E+000
+1,10701155000E+010; -4,54272725830E+000; +0,00000000000E+000
+1,11601140000E+010; -4,18943564703E+000; +0,00000000000E+000
+1,12501125000E+010; -4,29214048611E+000; +0,00000000000E+000
+1,13401110000E+010; -4,73171202593E+000; +0,00000000000E+000
+1,14301095000E+010; -4,93112081025E+000; +0,00000000000E+000
+1,15201080000E+010; -5,37086093113E+000; +0,00000000000E+000
+1,16101065000E+010; -5,93504637370E+000; +0,00000000000E+000
+1,17001050000E+010; -6,18516376823E+000; +0,00000000000E+000
+1,17901035000E+010; -6,33578297535E+000; +0,00000000000E+000
+1,18801020000E+010; -5,91739037902E+000; +0,00000000000E+000
+1,19701005000E+010; -6,73184007376E+000; +0,00000000000E+000
+1,20600990000E+010; -6,81012368048E+000; +0,00000000000E+000
+1,21500975000E+010; -6,87004344116E+000; +0,00000000000E+000
+1,22400960000E+010; -6,61268152126E+000; +0,00000000000E+000
+1,23300945000E+010; -7,02085569357E+000; +0,00000000000E+000
+1,24200930000E+010; -6,21920600026E+000; +0,00000000000E+000
+1,25100915000E+010; -6,35315254336E+000; +0,00000000000E+000
+1,26000900000E+010; -6,20422026757E+000; +0,00000000000E+000
+1,26900885000E+010; -5,98686779478E+000; +0,00000000000E+000
+1,27800870000E+010; -6,48044886827E+000; +0,00000000000E+000
+1,28700855000E+010; -7,08085750231E+000; +0,00000000000E+000
+1,29600840000E+010; -6,88444818689E+000; +0,00000000000E+000
+1,30500825000E+010; -6,10208749097E+000; +0,00000000000E+000
+1,31400810000E+010; -6,11079176854E+000; +0,00000000000E+000
+1,32300795000E+010; -5,54893366059E+000; +0,00000000000E+000
+1,33200780000E+010; -5,67441169574E+000; +0,00000000000E+000
+1,34100765000E+010; -5,70625670566E+000; +0,00000000000E+000
+1,35000750000E+010; -5,69862171478E+000; +0,00000000000E+000
+1,35900735000E+010; -6,62491976907E+000; +0,00000000000E+000
+1,36800720000E+010; -5,85722805684E+000; +0,00000000000E+000
+1,37700705000E+010; -4,93427400520E+000; +0,00000000000E+000
+1,38600690000E+010; -4,54532430230E+000; +0,00000000000E+000
+1,39500675000E+010; -5,06101197438E+000; +0,00000000000E+000
+1,40400660000E+010; -5,45876485755E+000; +0,00000000000E+000
+1,41300645000E+010; -6,15089208410E+000; +0,00000000000E+000
+1,42200630000E+010; -6,44654131075E+000; +0,00000000000E+000
+1,43100615000E+010; -7,45031443270E+000; +0,00000000000E+000
+1,44000600000E+010; -5,95546034499E+000; +0,00000000000E+000
+1,44900585000E+010; -5,80936765191E+000; +0,00000000000E+000
+1,45800570000E+010; -5,11724459865E+000; +0,00000000000E+000
+1,46700555000E+010; -4,41397065003E+000; +0,00000000000E+000
+1,47600540000E+010; -5,07418996185E+000; +0,00000000000E+000
+1,48500525000E+010; -5,35484957328E+000; +0,00000000000E+000
+1,49400510000E+010; -5,92232765041E+000; +0,00000000000E+000
+1,50300495000E+010; -5,32790731201E+000; +0,00000000000E+000
+1,51200480000E+010; -4,84526196350E+000; +0,00000000000E+000
+1,52100465000E+010; -4,56839078338E+000; +0,00000000000E+000
+1,53000450000E+010; -3,82003480177E+000; +0,00000000000E+000
+1,53900435000E+010; -4,17801879275E+000; +0,00000000000E+000
+1,54800420000E+010; -4,81013474209E+000; +0,00000000000E+000
+1,55700405000E+010; -3,90199012627E+000; +0,00000000000E+000
+1,56600390000E+010; -4,40611801182E+000; +0,00000000000E+000
+1,57500375000E+010; -4,63892580317E+000; +0,00000000000E+000
+1,58400360000E+010; -4,60064131360E+000; +0,00000000000E+000
+1,59300345000E+010; -4,36607069980E+000; +0,00000000000E+000
+1,60200330000E+010; -4,37977670852E+000; +0,00000000000E+000
+1,61100315000E+010; -4,08523497367E+000; +0,00000000000E+000
+1,62000300000E+010; -4,09065234774E+000; +0,00000000000E+000
+1,62900285000E+010; -3,90620751511E+000; +0,00000000000E+000
+1,63800270000E+010; -3,18386482132E+000; +0,00000000000E+000
+1,64700255000E+010; -3,22454516472E+000; +0,00000000000E+000
+1,65600240000E+010; -3,53010772340E+000; +0,00000000000E+000
+1,66500225000E+010; -3,62839145604E+000; +0,00000000000E+000
+1,67400210000E+010; -4,39953490342E+000; +0,00000000000E+000
+1,68300195000E+010; -4,68930928173E+000; +0,00000000000E+000
+1,69200180000E+010; -4,56723110800E+000; +0,00000000000E+000
+1,70100165000E+010; -4,08197145431E+000; +0,00000000000E+000
+1,71000150000E+010; -3,73763905481E+000; +0,00000000000E+000
+1,71900135000E+010; -4,13888981159E+000; +0,00000000000E+000
+1,72800120000E+010; -4,52047737566E+000; +0,00000000000E+000
+1,73700105000E+010; -4,86164766952E+000; +0,00000000000E+000
+1,74600090000E+010; -6,48840389032E+000; +0,00000000000E+000
+1,75500075000E+010; -6,38898510024E+000; +0,00000000000E+000
+1,76400060000E+010; -5,15275464170E+000; +0,00000000000E+000
+1,77300045000E+010; -3,63493195732E+000; +0,00000000000E+000
+1,78200030000E+010; -3,89353764920E+000; +0,00000000000E+000
+1,79100015000E+010; -3,74914014415E+000; +0,00000000000E+000
+1,80000000000E+010; -5,20938678018E+000; +0,00000000000E+000
