        Frequency - GHz                S1,1 (7)-abs,dB
                  10.661                      -7.2440314
                 10.6789                      -7.1458585
                 10.6968                      -7.0525011
                 10.7147                      -6.9638391
                 10.7326                      -6.8797417
                 10.7505                      -6.8000779
                 10.7684                      -6.7247108
                 10.7863                      -6.6534977
                 10.8042                      -6.5862914
                 10.8221                      -6.5229449
                   10.84                      -6.4633027
                 10.8579                      -6.4072078
                 10.8758                      -6.3545007
                 10.8937                      -6.3050186
                 10.9116                      -6.2585959
                 10.9295                      -6.2150659
                 10.9474                      -6.1742609
                 10.9653                      -6.1360091
                 10.9832                      -6.1001431
                 11.0011                      -6.0664913
                  11.019                      -6.0348853
                 11.0369                      -6.0051564
                 11.0548                      -5.9771397
                 11.0727                        -5.95067
                 11.0906                      -5.9255909
                 11.1085                      -5.9017443
                 11.1264                      -5.8789821
                 11.1443                      -5.8571593
                 11.1622                      -5.8361387
                 11.1801                      -5.8157903
                  11.198                      -5.7959936
                 11.2159                      -5.7766361
                 11.2338                      -5.7576135
                 11.2517                      -5.7388351
                 11.2696                      -5.7202177
                 11.2875                      -5.7016915
                 11.3054                      -5.6831975
                 11.3233                      -5.6646898
                 11.3412                      -5.6461311
                 11.3591                      -5.6275007
                  11.377                      -5.6087858
                 11.3949                      -5.5899839
                 11.4128                      -5.5711112
                 11.4307                      -5.5521877
                 11.4486                      -5.5332447
                 11.4665                      -5.5143258
                 11.4844                      -5.4954822
                 11.5023                      -5.4767724
                 11.5202                      -5.4582643
                 11.5381                      -5.4400307
                  11.556                      -5.4221494
                 11.5739                       -5.404705
                 11.5918                      -5.3877857
                 11.6097                      -5.3714799
                 11.6276                      -5.3558811
                 11.6455                       -5.341081
                 11.6634                      -5.3271761
                 11.6813                       -5.314255
                 11.6992                       -5.302414
                 11.7171                      -5.2917396
                  11.735                      -5.2823212
                 11.7529                      -5.2742418
                 11.7708                      -5.2675796
                 11.7887                      -5.2624124
                 11.8066                      -5.2588107
                 11.8245                      -5.2568377
                 11.8424                      -5.2565575
                 11.8603                      -5.2580217
                 11.8782                      -5.2612791
                 11.8961                       -5.266373
                  11.914                      -5.2733355
                 11.9319                      -5.2821993
                 11.9498                      -5.2929841
                 11.9677                       -5.305707
                 11.9856                      -5.3203741
                 12.0035                      -5.3369909
                 12.0214                      -5.3555489
                 12.0393                      -5.3760363
                 12.0572                      -5.3984379
                 12.0751                      -5.4227254
                  12.093                      -5.4488688
                 12.1109                      -5.4768297
                 12.1288                      -5.5065634
                 12.1467                      -5.5380215
                 12.1646                      -5.5711468
                 12.1825                       -5.605878
                 12.2004                      -5.6421473
                 12.2183                      -5.6798867
                 12.2362                      -5.7190154
                 12.2541                      -5.7594566
                  12.272                      -5.8011212
                 12.2899                      -5.8439249
                 12.3078                      -5.8877761
                 12.3257                      -5.9325781
                 12.3436                      -5.9782354
                 12.3615                      -6.0246505
                 12.3794                      -6.0717237
                 12.3973                      -6.1193551
                 12.4152                       -6.167443
                 12.4331                      -6.2158876
                  12.451                       -6.264591
                 12.4689                      -6.3134537
                 12.4868                      -6.3623812
                 12.5047                      -6.4112808
                 12.5226                      -6.4600595
                 12.5405                      -6.5086328
                 12.5584                      -6.5569184
                 12.5763                      -6.6048369
                 12.5942                      -6.6523148
                 12.6121                      -6.6992853
                   12.63                      -6.7456865
                 12.6479                      -6.7914605
                 12.6658                      -6.8365568
                 12.6837                      -6.8809326
                 12.7016                      -6.9245486
                 12.7195                      -6.9673736
                 12.7374                      -7.0093821
                 12.7553                      -7.0505556
                 12.7732                      -7.0908807
                 12.7911                      -7.1303487
                  12.809                      -7.1689605
                 12.8269                      -7.2067168
                 12.8448                      -7.2436292
                 12.8627                      -7.2797089
                 12.8806                      -7.3149722
                 12.8985                      -7.3494406
                 12.9164                      -7.3831395
                 12.9343                      -7.4160951
                 12.9522                      -7.4483349
                 12.9701                      -7.4798917
                  12.988                      -7.5107973
                 13.0059                      -7.5410844
                 13.0238                      -7.5707853
                 13.0417                       -7.599935
                 13.0596                      -7.6285661
                 13.0775                      -7.6567104
                 13.0954                      -7.6843981
                 13.1133                      -7.7116608
                 13.1312                      -7.7385227
                 13.1491                      -7.7650111
                  13.167                      -7.7911483
                 13.1849                      -7.8169544
                 13.2028                      -7.8424465
                 13.2207                      -7.8676388
                 13.2386                      -7.8925424
                 13.2565                      -7.9171654
                 13.2744                      -7.9415129
                 13.2923                      -7.9655831
                 13.3102                      -7.9893755
                 13.3281                      -8.0128824
                  13.346                      -8.0360945
                 13.3639                      -8.0589983
                 13.3818                      -8.0815755
                 13.3997                      -8.1038054
                 13.4176                      -8.1256639
                 13.4355                      -8.1471233
                 13.4534                      -8.1681511
                 13.4713                      -8.1887131
                 13.4892                      -8.2087712
                 13.5071                      -8.2282843
                  13.525                      -8.2472074
                 13.5429                      -8.2654942
                 13.5608                      -8.2830939
                 13.5787                      -8.2999554
                 13.5966                      -8.3160228
                 13.6145                      -8.3312397
                 13.6324                      -8.3455482
                 13.6503                      -8.3588858
                 13.6682                       -8.371192
                 13.6861                      -8.3824042
                  13.704                      -8.3924595
                 13.7219                       -8.401292
                 13.7398                      -8.4088394
                 13.7577                      -8.4150357
                 13.7756                      -8.4198206
                 13.7935                      -8.4231282
                 13.8114                       -8.424899
                 13.8293                      -8.4250749
                 13.8472                      -8.4235975
                 13.8651                      -8.4204141
                  13.883                      -8.4154707
                 13.9009                      -8.4087216
                 13.9188                       -8.400121
                 13.9367                      -8.3896296
                 13.9546                      -8.3772114
                 13.9725                      -8.3628339
                 13.9904                      -8.3464737
                 14.0083                      -8.3281089
                 14.0262                      -8.3077231
                 14.0441                      -8.2853066
                  14.062                      -8.2608586
                 14.0799                      -8.2343785
                 14.0978                      -8.2058758
                 14.1157                      -8.1753649
                 14.1336                      -8.1428645
                 14.1515                      -8.1084017
                 14.1694                      -8.0720088
                 14.1873                      -8.0337238
                 14.2052                      -7.9935874
                 14.2231                      -7.9516497
                  14.241                      -7.9079644
                 14.2589                      -7.8625897
                 14.2768                      -7.8155869
                 14.2947                      -7.7670235
                 14.3126                      -7.7169701
                 14.3305                      -7.6655003
                 14.3484                      -7.6126934
                 14.3663                      -7.5586277
                 14.3842                      -7.5033871
                 14.4021                      -7.4470574
                   14.42                      -7.3897246
                 14.4379                      -7.3314784
                 14.4558                      -7.2724082
                 14.4737                      -7.2126051
                 14.4916                      -7.1521614
                 14.5095                      -7.0911707
                 14.5274                      -7.0297239
                 14.5453                      -6.9679158
                 14.5632                      -6.9058383
                 14.5811                      -6.8435861
                  14.599                      -6.7812496
                 14.6169                      -6.7189211
                 14.6348                      -6.6566919
                 14.6527                      -6.5946532
                 14.6706                      -6.5328927
                 14.6885                      -6.4715009
                 14.7064                      -6.4105633
                 14.7243                      -6.3501669
                 14.7422                      -6.2903964
                 14.7601                      -6.2313357
                  14.778                      -6.1730671
                 14.7959                        -6.11567
                 14.8138                      -6.0592251
                 14.8317                      -6.0038088
                 14.8496                      -5.9494994
                 14.8675                      -5.8963681
                 14.8854                      -5.8444903
                 14.9033                      -5.7939365
                 14.9212                      -5.7447755
                 14.9391                      -5.6970741
                  14.957                      -5.6508995
                 14.9749                      -5.6063142
                 14.9928                      -5.5633806
                 15.0107                      -5.5221585
                 15.0286                      -5.4827056
                 15.0465                      -5.4450774
                 15.0644                      -5.4093287
                 15.0823                      -5.3755098
                 15.1002                      -5.3436697
                 15.1181                       -5.313857
                  15.136                      -5.2861176
                 15.1539                      -5.2604921
                 15.1718                      -5.2370197
                 15.1897                      -5.2157407
                 15.2076                      -5.1966904
                 15.2255                      -5.1799005
                 15.2434                      -5.1654041
                 15.2613                      -5.1532251
                 15.2792                      -5.1433915
                 15.2971                      -5.1359256
                  15.315                      -5.1308478
                 15.3329                      -5.1281734
                 15.3508                      -5.1279202
                 15.3687                      -5.1300978
                 15.3866                      -5.1347155
                 15.4045                      -5.1417784
                 15.4224                      -5.1512913
                 15.4403                      -5.1632509
                 15.4582                      -5.1776598
                 15.4761                      -5.1945077
                  15.494                      -5.2137875
                 15.5119                      -5.2354857
                 15.5298                      -5.2595868
                 15.5477                      -5.2860746
                 15.5656                      -5.3149242
                 15.5835                      -5.3461131
                 15.6014                      -5.3796139
                 15.6193                      -5.4153905
                 15.6372                      -5.4534129
                 15.6551                      -5.4936405
                  15.673                       -5.536032
                 15.6909                      -5.5805413
                 15.7088                      -5.6271231
                 15.7267                      -5.6757228
                 15.7446                      -5.7262876
                 15.7625                      -5.7787568
                 15.7804                      -5.8330702
                 15.7983                      -5.8891615
                 15.8162                      -5.9469617
                 15.8341                      -6.0064022
                  15.852                       -6.067405
                 15.8699                      -6.1298919
                 15.8878                      -6.1937826
                 15.9057                      -6.2589918
                 15.9236                      -6.3254326
                 15.9415                      -6.3930142
                 15.9594                      -6.4616428
                 15.9773                      -6.5312236
                 15.9952                      -6.6016565
                 16.0131                      -6.6728401
                  16.031                      -6.7446719
               16.048901                      -6.8170458
               16.066799                      -6.8898537
                 16.0847                      -6.9629854
                 16.1026                      -7.0363303
               16.120501                      -7.1097748
               16.138399                      -7.1832038
                 16.1563                      -7.2565024
                 16.1742                      -7.3295542
               16.192101                      -7.4022421
               16.209999                      -7.4744504
                 16.2279                      -7.5460585
                 16.2458                      -7.6169519
                 16.2637                      -7.6870146
               16.281601                      -7.7561295
                 16.2995                      -7.8241835
                 16.3174                      -7.8910625
                 16.3353                       -7.956657
               16.353201                      -8.0208587
               16.371099                      -8.0835622
                  16.389                      -8.1446655
                 16.4069                      -8.2040689
               16.424801                      -8.2616796
               16.442699                      -8.3174056
                 16.4606                      -8.3711622
                 16.4785                      -8.4228702
               16.496401                      -8.4724547
               16.514299                      -8.5198473
                 16.5322                      -8.5649856
                 16.5501                      -8.6078145
               16.568001                      -8.6482866
               16.585899                      -8.6863597
                 16.6038                      -8.7219998
                 16.6217                      -8.7551815
               16.639601                      -8.7858847
               16.657499                      -8.8140993
                 16.6754                       -8.839823
                 16.6933                       -8.863058
               16.711201                      -8.8838181
               16.729099                      -8.9021208
                  16.747                      -8.9179921
                 16.7649                      -8.9314647
               16.782801                      -8.9425779
               16.800699                       -8.951376
                 16.8186                       -8.957909
                 16.8365                      -8.9622304
               16.854401                      -8.9644018
               16.872299                      -8.9644831
                 16.8902                      -8.9625422
                 16.9081                      -8.9586477
               16.926001                      -8.9528673
               16.943899                      -8.9452758
                 16.9618                      -8.9359439
                 16.9797                      -8.9249443
               16.997601                      -8.9123484
               17.015499                      -8.8982292
                 17.0334                      -8.8826559
                 17.0513                      -8.8656975
               17.069201                      -8.8474186
               17.087099                      -8.8278843
                  17.105                      -8.8071562
                 17.1229                      -8.7852904
                 17.1408                      -8.7623447
               17.158701                       -8.738371
                 17.1766                      -8.7134179
                 17.1945                      -8.6875318
                 17.2124                      -8.6607566
               17.230301                      -8.6331324
               17.248199                      -8.6046981
                 17.2661                      -8.5754892
                  17.284                      -8.5455392
               17.301901                      -8.5148808
               17.319799                      -8.4835456
                 17.3377                       -8.451562
                 17.3556                       -8.418961
               17.373501                      -8.3857721
               17.391399                      -8.3520252
                 17.4093                      -8.3177519
                 17.4272                      -8.2829823
               17.445101                      -8.2477522
               17.462999                       -8.212098
                 17.4809                      -8.1760569
                 17.4988                      -8.1396712
               17.516701                      -8.1029857
               17.534599                      -8.0660468
                 17.5525                       -8.028908
                 17.5704                      -7.9916234
               17.588301                      -7.9542527
               17.606199                      -7.9168612
                 17.6241                      -7.8795138
                  17.642                      -7.8422835
               17.659901                      -7.8052461
               17.677799                      -7.7684806
                 17.6957                      -7.7320713
                 17.7136                      -7.6961034
               17.731501                      -7.6606675
               17.749399                      -7.6258567
                 17.7673                      -7.5917681
                 17.7852                      -7.5584975
               17.803101                      -7.5261472
               17.820999                       -7.494816
                 17.8389                      -7.4646094
                 17.8568                      -7.4356306
               17.874701                      -7.4079829
               17.892599                      -7.3817723
                 17.9105                      -7.3571019
                 17.9284                      -7.3340751
               17.946301                      -7.3127946
               17.964199                      -7.2933605
                 17.9821                      -7.2758739
                      18                      -7.2604285

        Frequency - GHz                S1,1 (13)-abs,dB
----------------------------------------------------------------------
                     0.1                      0.24634153
                  0.1179                      0.24230885
                  0.1358                      0.23764014
              0.15369999                      0.23234509
                  0.1716                      0.22643668
                  0.1895                      0.21992815
              0.20739999                      0.21283413
                  0.2253                      0.20517135
                  0.2432                      0.19695707
              0.26109999                      0.18820702
              0.27900001                       0.1789407
                  0.2969                      0.16917901
              0.31479999                      0.15893965
              0.33270001                      0.14824457
                  0.3506                      0.13711718
              0.36849999                      0.12557764
              0.38640001                      0.11365069
                  0.4043                      0.10135882
              0.42219999                     0.088727962
              0.44010001                     0.075780185
                   0.458                     0.062543623
              0.47589999                     0.049044687
              0.49380001                     0.035308543
              0.51169997                     0.021362354
              0.52960002                    0.0072346162
              0.54750001                   -0.0070475497
                  0.5654                    -0.021454967
              0.58329999                    -0.035960036
              0.60119998                    -0.050533325
              0.61909997                    -0.065147406
              0.63700002                    -0.079771748
              0.65490001                    -0.094379882
                  0.6728                       -0.108942
              0.69069999                     -0.12343022
              0.70859998                     -0.13781796
              0.72649997                     -0.15207762
              0.74440002                     -0.16618381
              0.76230001                     -0.18011126
                  0.7802                     -0.19383553
              0.79809999                      -0.2073339
              0.81599998                     -0.22058366
              0.83389997                     -0.23356776
              0.85180002                     -0.24626476
              0.86970001                     -0.25866046
                  0.8876                     -0.27073976
              0.90549999                     -0.28249111
              0.92339998                     -0.29390272
              0.94129997                     -0.30497027
              0.95920002                      -0.3156866
              0.97710001                     -0.32605075
                   0.995                     -0.33606371
                  1.0129                     -0.34572975
                  1.0308                     -0.35505575
                  1.0487                     -0.36405253
                  1.0666                      -0.3727327
                  1.0845                     -0.38111469
               1.1023999                     -0.38921754
               1.1203001                     -0.39706658
                  1.1382                     -0.40468784
                  1.1561                     -0.41211211
                   1.174                     -0.41937503
                  1.1919                     -0.42651142
                  1.2098                     -0.43356401
                  1.2277                     -0.44057533
                  1.2456                     -0.44759368
                  1.2635                     -0.45466788
                  1.2814                     -0.46185203
                  1.2993                     -0.46919971
               1.3171999                     -0.47677023
               1.3351001                     -0.48462382
                   1.353                     -0.49282245
                  1.3709                     -0.50143077
                  1.3888                     -0.51051495
                  1.4067                     -0.52014255
                  1.4246                     -0.53038217
                  1.4425                     -0.54130423
                  1.4604                     -0.55297964
                  1.4783                     -0.56547938
                  1.4962                     -0.57887514
                  1.5141                     -0.59323854
               1.5319999                     -0.60864126
               1.5499001                     -0.62515399
                  1.5678                     -0.64284693
                  1.5857                     -0.66178984
                  1.6036                     -0.68205058
                  1.6215                     -0.70369528
                  1.6394                     -0.72678884
                  1.6573                     -0.75139483
                  1.6752                     -0.77757104
                  1.6931                     -0.80537756
                   1.711                     -0.83486793
                  1.7289                       -0.866094
               1.7467999                     -0.89910333
               1.7647001                     -0.93394144
                  1.7826                     -0.97064771
                  1.8005                      -1.0092583
                  1.8184                      -1.0498036
                  1.8363                      -1.0923109
                  1.8542                      -1.1368008
                  1.8721                      -1.1832868
                    1.89                      -1.2317791
                  1.9079                      -1.2822797
                  1.9258                      -1.3347841
                  1.9437                      -1.3892815
               1.9615999                      -1.4457515
               1.9795001                      -1.5041666
                  1.9974                      -1.5644919
                  2.0153                       -1.626683
                  2.0332                       -1.690685
                  2.0511                      -1.7564343
                   2.069                      -1.8238575
                  2.0869                      -1.8928716
                  2.1048                      -1.9633811
                  2.1227                      -2.0352796
                  2.1406                      -2.1084488
                  2.1585                      -2.1827641
               2.1763999                       -2.258082
               2.1942999                      -2.3342514
               2.2121999                      -2.4111094
               2.2300999                      -2.4884829
               2.2479999                      -2.5661853
               2.2658999                      -2.6440201
               2.2837999                      -2.7217839
               2.3017001                      -2.7992623
               2.3196001                       -2.876233
               2.3375001                      -2.9524685
               2.3554001                      -3.0277348
               2.3733001                       -3.101798
               2.3912001                      -3.1744196
               2.4091001                      -3.2453646
                   2.427                       -3.314401
                  2.4449                      -3.3813027
                  2.4628                      -3.4458499
                  2.4807                      -3.5078391
                  2.4986                      -3.5670769
                  2.5165                      -3.6233876
                  2.5344                      -3.6766158
                  2.5523                      -3.7266267
                  2.5702                      -3.7733104
                  2.5881                       -3.816585
               2.6059999                      -3.8563925
               2.6238999                      -3.8927056
               2.6417999                      -3.9255258
               2.6596999                      -3.9548872
               2.6775999                      -3.9808486
               2.6954999                      -4.0035034
               2.7133999                      -4.0229679
               2.7313001                      -4.0393882
               2.7492001                      -4.0529346
               2.7671001                      -4.0637987
               2.7850001                      -4.0721932
               2.8029001                       -4.078347
               2.8208001                       -4.082507
               2.8387001                       -4.084928
                  2.8566                      -4.0858756
                  2.8745                      -4.0856234
                  2.8924                       -4.084446
                  2.9103                       -4.082621
                  2.9282                      -4.0804253
                  2.9461                      -4.0781314
                   2.964                      -4.0760087
                  2.9819                      -4.0743171
                  2.9998                      -4.0733112
                  3.0177                      -4.0732328
               3.0355999                       -4.074316
               3.0534999                      -4.0767821
               3.0713999                      -4.0808393
               3.0892999                      -4.0866826
               3.1071999                      -4.0944957
               3.1250999                      -4.1044459
               3.1429999                       -4.116687
               3.1609001                      -4.1313606
               3.1788001                      -4.1485905
               3.1967001                      -4.1684867
               3.2146001                      -4.1911462
               3.2325001                      -4.2166492
               3.2504001                      -4.2450616
               3.2683001                      -4.2764338
                  3.2862                      -4.3108036
                  3.3041                      -4.3481904
                   3.322                      -4.3886002
                  3.3399                      -4.4320221
                  3.3578                      -4.4784309
                  3.3757                      -4.5277845
                  3.3936                      -4.5800256
                  3.4115                      -4.6350805
                  3.4294                      -4.6928581
                  3.4473                      -4.7532506
               3.4651999                      -4.8161354
               3.4830999                      -4.8813677
               3.5009999                      -4.9487909
               3.5188999                      -5.0182276
               3.5367999                      -5.0894824
               3.5546999                      -5.1623448
               3.5725999                       -5.236585
               3.5905001                       -5.311956
               3.6084001                      -5.3881979
               3.6263001                      -5.4650317
               3.6442001                       -5.542166
               3.6621001                      -5.6192946
               3.6800001                      -5.6961009
               3.6979001                      -5.7722616
                  3.7158                      -5.8474412
                  3.7337                       -5.921304
                  3.7516                      -5.9935097
                  3.7695                      -6.0637231
                  3.7874                      -6.1316114
                  3.8053                      -6.1968529
                  3.8232                      -6.2591391
                  3.8411                      -6.3181768
                   3.859                      -6.3736942
                  3.8769                       -6.425446
               3.8947999                      -6.4732148
               3.9126999                      -6.5168135
               3.9305999                      -6.5560915
               3.9484999                      -6.5909324
               3.9663999                      -6.6212617
               3.9842999                      -6.6470403
               4.0022001                      -6.6682722
               4.0201001                      -6.6849978
               4.0380001                      -6.6972973
               4.0559001                      -6.7052863
               4.0738001                      -6.7091134
               4.0917001                       -6.708959
               4.1096001                      -6.7050303
               4.1275001                       -6.697559
                  4.1454                      -6.6867954
                  4.1633                      -6.6730071
                  4.1812                      -6.6564728
                  4.1991                      -6.6374802
                   4.217                      -6.6163207
                  4.2349                      -6.5932886
                  4.2528                       -6.568674
                  4.2707                      -6.5427657
                  4.2886                      -6.5158433
                  4.3065                      -6.4881776
               4.3243999                      -6.4600295
               4.3422999                      -6.4316476
               4.3601999                      -6.4032678
               4.3780999                      -6.3751118
               4.3959999                       -6.347387
               4.4138999                      -6.3202871
               4.4317999                      -6.2939902
               4.4496999                      -6.2686594
               4.4675999                       -6.244446
               4.4854999                      -6.2214858
               4.5033998                      -6.1999016
               4.5212998                      -6.1798047
               4.5391998                      -6.1612917
               4.5570998                      -6.1444502
               4.5749998                      -6.1293567
               4.5928998                      -6.1160778
               4.6107998                      -6.1046698
               4.6286998                       -6.095182
               4.6465998                      -6.0876542
               4.6645002                      -6.0821208
               4.6824002                      -6.0786078
               4.7003002                      -6.0771367
               4.7182002                      -6.0777229
               4.7361002                      -6.0803766
               4.7540002                      -6.0851035
               4.7719002                      -6.0919057
               4.7898002                       -6.100781
               4.8077002                      -6.1117248
               4.8256001                      -6.1247273
               4.8435001                       -6.139777
               4.8614001                      -6.1568591
               4.8793001                      -6.1759561
               4.8972001                      -6.1970473
               4.9151001                      -6.2201084
               4.9330001                      -6.2451119
               4.9509001                      -6.2720293
               4.9688001                      -6.3008245
               4.9867001                      -6.3314611
                  5.0046                       -6.363895
                  5.0225                      -6.3980804
                  5.0404                      -6.4339642
                  5.0583                      -6.4714873
                  5.0762                      -6.5105847
                  5.0941                       -6.551184
                   5.112                      -6.5932054
                  5.1299                      -6.6365595
                  5.1478                      -6.6811487
                  5.1657                      -6.7268644
               5.1835999                      -6.7735867
               5.2014999                      -6.8211871
               5.2193999                      -6.8695221
               5.2372999                      -6.9184354
               5.2551999                      -6.9677577
               5.2730999                       -7.017308
               5.2909999                       -7.066888
               5.3088999                      -7.1162874
               5.3267999                      -7.1652815
               5.3446999                      -7.2136306
               5.3625998                      -7.2610829
               5.3804998                      -7.3073733
               5.3983998                      -7.3522272
               5.4162998                      -7.3953573
               5.4341998                      -7.4364714
               5.4520998                      -7.4752704
               5.4699998                      -7.5114516
               5.4878998                      -7.5447137
               5.5057998                      -7.5747572
               5.5237002                       -7.601292
               5.5416002                      -7.6240366
               5.5595002                       -7.642723
               5.5774002                      -7.6571068
               5.5953002                      -7.6669618
               5.6132002                      -7.6720923
               5.6311002                      -7.6723296
               5.6490002                      -7.6675415
               5.6669002                      -7.6576293
               5.6848001                      -7.6425358
               5.7027001                      -7.6222408
               5.7206001                      -7.5967676
               5.7385001                      -7.5661781
               5.7564001                      -7.5305735
               5.7743001                      -7.4900948
               5.7922001                      -7.4449196
               5.8101001                      -7.3952565
               5.8280001                      -7.3413462
               5.8459001                      -7.2834539
                  5.8638                      -7.2218682
                  5.8817                      -7.1568961
                  5.8996                      -7.0888562
                  5.9175                      -7.0180809
                  5.9354                      -6.9449044
                  5.9533                      -6.8696652
                  5.9712                      -6.7926999
                  5.9891                      -6.7143405
                   6.007                      -6.6349103
                  6.0249                      -6.5547251
               6.0427999                      -6.4740863
               6.0606999                      -6.3932841
               6.0785999                      -6.3125896
               6.0964999                      -6.2322633
               6.1143999                      -6.1525434
               6.1322999                      -6.0736546
               6.1501999                      -5.9958015
               6.1680999                      -5.9191714
               6.1859999                      -5.8439363
               6.2038999                      -5.7702453
               6.2217999                      -5.6982361
               6.2396998                      -5.6280268
               6.2575998                      -5.5597181
               6.2754998                       -5.493399
               6.2933998                      -5.4291378
               6.3112998                      -5.3669953
               6.3291998                      -5.3070129
               6.3470998                        -5.24922
               6.3649998                      -5.1936378
               6.3829002                      -5.1402689
               6.4008002                      -5.0891123
               6.4187002                      -5.0401509
               6.4366002                       -4.993362
               6.4545002                      -4.9487114
               6.4724002                      -4.9061574
               6.4903002                      -4.8656524
               6.5082002                      -4.8271402
               6.5261002                       -4.790559
               6.5440001                      -4.7558439
               6.5619001                      -4.7229215
               6.5798001                      -4.6917175
               6.5977001                      -4.6621542
               6.6156001                      -4.6341499
               6.6335001                      -4.6076222
               6.6514001                      -4.5824888
               6.6693001                      -4.5586655
               6.6872001                      -4.5360702
               6.7051001                      -4.5146222
                   6.723                      -4.4942399
                  6.7409                      -4.4748491
                  6.7588                      -4.4563753
                  6.7767                      -4.4387498
                  6.7946                      -4.4219089
                  6.8125                      -4.4057922
                  6.8304                       -4.390348
