        Frequency - GHz                S1,1 (7)-abs,dB
               6.0427999                      -5.6086746
               6.0606999                      -5.6862827
               6.0785999                      -5.7664565
               6.0964999                      -5.8491417
               6.1143999                      -5.9342728
               6.1322999                      -6.0217775
               6.1501999                      -6.1115642
               6.1680999                      -6.2035354
               6.1859999                      -6.2975738
               6.2038999                      -6.3935485
               6.2217999                      -6.4913108
               6.2396998                      -6.5906936
               6.2575998                      -6.6915106
               6.2754998                      -6.7935525
               6.2933998                      -6.8965893
               6.3112998                      -7.0003663
               6.3291998                      -7.1046044
               6.3470998                      -7.2089975
               6.3649998                      -7.3132142
               6.3829002                      -7.4168951
               6.4008002                      -7.5196538
               6.4187002                      -7.6210769
               6.4366002                      -7.7207268
               6.4545002                      -7.8181402
               6.4724002                      -7.9128324
               6.4903002                      -8.0043019
               6.5082002                      -8.0920295
               6.5261002                      -8.1754898
               6.5440001                      -8.2541518
               6.5619001                      -8.3274894
               6.5798001                       -8.394986
               6.5977001                      -8.4561445
               6.6156001                      -8.5104967
               6.6335001                      -8.5576083
               6.6514001                      -8.5970931
               6.6693001                      -8.6286179
               6.6872001                      -8.6519088
               6.7051001                      -8.6667613
                   6.723                      -8.6730448
                  6.7409                      -8.6707027
                  6.7588                      -8.6597592
                  6.7767                      -8.6403113
                  6.7946                      -8.6125357
                  6.8125                      -8.5766797
                  6.8304                      -8.5330548
                  6.8483                      -8.4820343
                  6.8662                      -8.4240407
                  6.8841                      -8.3595407
                   6.902                      -8.2890331
               6.9198999                      -8.2130446
               6.9377999                      -8.1321151
               6.9556999                      -8.0467958
               6.9735999                      -7.9576364
               6.9914999                      -7.8651853
               7.0093999                      -7.7699758
               7.0272999                      -7.6725255
               7.0451999                      -7.5733346
               7.0630999                      -7.4728792
               7.0809999                      -7.3716108
               7.0988998                      -7.2699544
               7.1167998                       -7.168308
               7.1346998                      -7.0670405
               7.1525998                       -6.966498
               7.1704998                      -6.8669951
               7.1883998                      -6.7688222
               7.2062998                      -6.6722439
               7.2241998                      -6.5775045
               7.2420998                      -6.4848199
               7.2600002                      -6.3943893
               7.2779002                      -6.3063903
               7.2958002                      -6.2209829
               7.3137002                      -6.1383083
               7.3316002                      -6.0584943
               7.3495002                      -5.9816526
               7.3674002                      -5.9078792
               7.3853002                      -5.8372628
               7.4032001                      -5.7698778
               7.4211001                      -5.7057871
               7.4390001                      -5.6450471
               7.4569001                      -5.5877054
               7.4748001                      -5.5337969
               7.4927001                      -5.4833576
               7.5106001                      -5.4364093
               7.5285001                      -5.3929705
               7.5464001                      -5.3530575
               7.5643001                      -5.3166764
               7.5822001                      -5.2838334
                  7.6001                      -5.2545269
                   7.618                      -5.2287532
                  7.6359                      -5.2065047
                  7.6538                      -5.1877707
                  7.6717                      -5.1725364
                  7.6896                      -5.1607853
                  7.7075                      -5.1524983
                  7.7254                      -5.1476527
                  7.7433                      -5.1462223
                  7.7612                      -5.1481811
               7.7790999                      -5.1534997
               7.7969999                      -5.1621448
               7.8148999                      -5.1740823
               7.8327999                      -5.1892747
               7.8506999                      -5.2076852
               7.8685999                      -5.2292698
               7.8864999                      -5.2539866
               7.9043999                      -5.2817874
               7.9222999                      -5.3126257
               7.9401999                      -5.3464469
               7.9580998                      -5.3832005
               7.9759998                       -5.422827
               7.9938998                      -5.4652679
               8.0117998                      -5.5104613
               8.0297003                      -5.5583395
               8.0475998                      -5.6088362
               8.0655003                      -5.6618786
               8.0833998                      -5.7173921
               8.1013002                      -5.7752959
               8.1191998                      -5.8355111
               8.1371002                      -5.8979504
               8.1549997                       -5.962523
               8.1729002                      -6.0291393
               8.1907997                      -6.0976995
               8.2087002                      -6.1681041
               8.2265997                      -6.2402485
               8.2445002                      -6.3140254
               8.2623997                      -6.3893214
               8.2803001                      -6.4660223
               8.2981997                      -6.5440085
               8.3161001                      -6.6231572
               8.3339996                      -6.7033408
               8.3519001                      -6.7844315
               8.3697996                      -6.8662971
               8.3877001                       -6.948801
               8.4055996                      -7.0318073
               8.4235001                      -7.1151763
               8.4413996                      -7.1987657
                  8.4593                      -7.2824332
               8.4771996                      -7.3660354
                  8.4951                      -7.4494264
               8.5129995                      -7.5324638
                  8.5309                      -7.6150038
               8.5488005                      -7.6969014
                  8.5667                      -7.7780187
               8.5846004                      -7.8582123
                  8.6025                      -7.9373488
               8.6204004                      -8.0152923
               8.6382999                      -8.0919144
               8.6562004                      -8.1670866
               8.6740999                      -8.2406891
               8.6920004                      -8.3126054
               8.7098999                      -8.3827246
               8.7278004                      -8.4509387
               8.7456999                      -8.5171518
               8.7636003                      -8.5812671
               8.7814999                      -8.6432005
               8.7994003                      -8.7028693
               8.8172998                      -8.7602021
               8.8352003                      -8.8151297
               8.8530998                      -8.8675945
               8.8710003                      -8.9175404
               8.8888998                      -8.9649231
               8.9068003                      -9.0097013
               8.9246998                      -9.0518412
               8.9426003                      -9.0913147
               8.9604998                      -9.1281015
               8.9784002                      -9.1621861
               8.9962997                        -9.19356
               9.0142002                      -9.2222194
               9.0320997                      -9.2481669
               9.0500002                      -9.2714109
               9.0678997                      -9.2919643
               9.0858002                      -9.3098486
               9.1036997                      -9.3250866
               9.1216002                      -9.3377123
               9.1394997                      -9.3477598
               9.1574001                      -9.3552733
               9.1752996                      -9.3603003
               9.1932001                      -9.3628956
               9.2110996                      -9.3631214
               9.2290001                      -9.3610397
               9.2468996                      -9.3567265
               9.2648001                      -9.3502585
               9.2826996                      -9.3417206
               9.3006001                      -9.3312008
               9.3184996                      -9.3187981
                  9.3364                        -9.30461
               9.3542995                      -9.2887476
                  9.3722                      -9.2713163
               9.3900995                      -9.2524351
                   9.408                      -9.2322231
               9.4259005                      -9.2108021
                  9.4438                      -9.1882991
               9.4617004                      -9.1648423
                  9.4796                      -9.1405615
               9.4975004                      -9.1155876
               9.5153999                      -9.0900545
               9.5333004                      -9.0640913
               9.5511999                      -9.0378286
               9.5691004                      -9.0113962
               9.5869999                      -8.9849177
               9.6049004                      -8.9585179
               9.6227999                      -8.9323153
               9.6407003                      -8.9064253
               9.6585999                      -8.8809531
               9.6765003                      -8.8560058
               9.6943998                      -8.8316763
               9.7123003                      -8.8080556
               9.7301998                      -8.7852256
               9.7481003                      -8.7632574
               9.7659998                      -8.7422167
               9.7839003                      -8.7221559
               9.8017998                      -8.7031232
               9.8197002                      -8.6851534
               9.8375998                      -8.6682708
               9.8555002                      -8.6524923
               9.8733997                      -8.6378192
               9.8913002                      -8.6242487
               9.9091997                      -8.6117601
               9.9271002                      -8.6003261
               9.9449997                      -8.5899096
               9.9629002                      -8.5804603
               9.9807997                      -8.5719192
               9.9987001                      -8.5642163
                 10.0166                      -8.5572749
                 10.0345                       -8.551007
                 10.0524                      -8.5453179
                 10.0703                       -8.540104
                 10.0882                      -8.5352574
                 10.1061                      -8.5306656
                  10.124                      -8.5262085
                 10.1419                      -8.5217652
                 10.1598                      -8.5172151
                 10.1777                      -8.5124332
                 10.1956                      -8.5073007
                 10.2135                      -8.5016985
                 10.2314                       -8.495513
                 10.2493                      -8.4886392
                 10.2672                       -8.480978
                 10.2851                      -8.4724387
                  10.303                      -8.4629451
                 10.3209                      -8.4524336
                 10.3388                      -8.4408506
                 10.3567                      -8.4281623
                 10.3746                      -8.4143507
                 10.3925                      -8.3994118
                 10.4104                       -8.383364
                 10.4283                      -8.3662409
                 10.4462                      -8.3480943
                 10.4641                      -8.3289965
                  10.482                      -8.3090376
                 10.4999                      -8.2883223
                 10.5178                      -8.2669766
                 10.5357                      -8.2451392
                 10.5536                      -8.2229647
                 10.5715                      -8.2006206
                 10.5894                      -8.1782882
                 10.6073                      -8.1561562
                 10.6252                      -8.1344261
                 10.6431                      -8.1133056
                  10.661                      -8.0930083
                 10.6789                       -8.073753
                 10.6968                      -8.0557606
                 10.7147                      -8.0392559
                 10.7326                      -8.0244613
                 10.7505                       -8.011602
                 10.7684                      -8.0008965
                 10.7863                      -7.9925648
                 10.8042                      -7.9868207
                 10.8221                      -7.9838707
                   10.84                      -7.9839209
                 10.8579                      -7.9871651
                 10.8758                       -7.993794
                 10.8937                      -8.0039876
                 10.9116                      -8.0179197
                 10.9295                      -8.0357529
                 10.9474                      -8.0576414
                 10.9653                      -8.0837301
                 10.9832                      -8.1141522
                 11.0011                      -8.1490278
                  11.019                      -8.1884685
                 11.0369                      -8.2325715
                 11.0548                      -8.2814208
                 11.0727                      -8.3350867
                 11.0906                      -8.3936232
                 11.1085                      -8.4570693
                 11.1264                      -8.5254446
                 11.1443                      -8.5987513
                 11.1622                      -8.6769716
                 11.1801                      -8.7600649
                  11.198                      -8.8479636
                 11.2159                      -8.9405748
                 11.2338                      -9.0377807
                 11.2517                      -9.1394243
                 11.2696                      -9.2453206
                 11.2875                      -9.3552423
                 11.3054                      -9.4689226
                 11.3233                      -9.5860499
                 11.3412                      -9.7062667
                 11.3591                        -9.82916
                  11.377                      -9.9542675
                 11.3949                      -10.081067
                 11.4128                      -10.208978
                 11.4307                      -10.337359
                 11.4486                      -10.465511
                 11.4665                      -10.592673
                 11.4844                      -10.718028
                 11.5023                       -10.84071
                 11.5202                      -10.959814
                 11.5381                      -11.074395
                  11.556                      -11.183497
                 11.5739                      -11.286159
                 11.5918                      -11.381438
                 11.6097                      -11.468426
                 11.6276                      -11.546276
                 11.6455                      -11.614232
                 11.6634                      -11.671631
                 11.6813                      -11.717945
                 11.6992                      -11.752791
                 11.7171                      -11.775933
                  11.735                       -11.78731
                 11.7529                      -11.787019
                 11.7708                      -11.775323
                 11.7887                      -11.752636
                 11.8066                      -11.719505
                 11.8245                      -11.676605
                 11.8424                      -11.624698
                 11.8603                      -11.564626
                 11.8782                      -11.497278
                 11.8961                      -11.423577
                  11.914                      -11.344451
                 11.9319                      -11.260817
                 11.9498                      -11.173573
                 11.9677                      -11.083573
                 11.9856                      -10.991628
                 12.0035                      -10.898493
                 12.0214                      -10.804869
                 12.0393                      -10.711389
                 12.0572                      -10.618628
                 12.0751                        -10.5271
                  12.093                       -10.43726
                 12.1109                      -10.349499
                 12.1288                      -10.264163
                 12.1467                       -10.18154
                 12.1646                      -10.101872
                 12.1825                      -10.025356
                 12.2004                      -9.9521482
                 12.2183                      -9.8823675
                 12.2362                      -9.8160987
                 12.2541                       -9.753394
                  12.272                      -9.6942765
                 12.2899                      -9.6387458
                 12.3078                      -9.5867738
                 12.3257                      -9.5383162
                 12.3436                      -9.4933062
                 12.3615                      -9.4516613
                 12.3794                      -9.4132814
                 12.3973                      -9.3780591
                 12.4152                      -9.3458679
                 12.4331                       -9.316575
                  12.451                      -9.2900392
                 12.4689                      -9.2661109
                 12.4868                       -9.244635
                 12.5047                       -9.225452
                 12.5226                      -9.2084001
                 12.5405                      -9.1933137
                 12.5584                      -9.1800278
                 12.5763                      -9.1683787
                 12.5942                      -9.1582055
                 12.6121                       -9.149345
                   12.63                      -9.1416447
                 12.6479                      -9.1349527
                 12.6658                      -9.1291262
                 12.6837                      -9.1240266
                 12.7016                      -9.1195244
                 12.7195                      -9.1154987
                 12.7374                       -9.111836
                 12.7553                      -9.1084343
                 12.7732                      -9.1051985
                 12.7911                      -9.1020466
                  12.809                      -9.0989036
                 12.8269                      -9.0957058
                 12.8448                       -9.092398
                 12.8627                      -9.0889345
                 12.8806                      -9.0852792
                 12.8985                      -9.0814026
                 12.9164                      -9.0772828
                 12.9343                      -9.0729049
                 12.9522                      -9.0682604
                 12.9701                       -9.063342
                  12.988                      -9.0581489
                 13.0059                       -9.052685
                 13.0238                       -9.046951
                 13.0417                      -9.0409506
                 13.0596                      -9.0346876
                 13.0775                      -9.0281658
                 13.0954                      -9.0213831
                 13.1133                      -9.0143372
                 13.1312                      -9.0070229
                 13.1491                      -8.9994295
                  13.167                      -8.9915399
                 13.1849                      -8.9833328
                 13.2028                      -8.9747843
                 13.2207                      -8.9658584
                 13.2386                      -8.9565211
                 13.2565                      -8.9467256
                 13.2744                      -8.9364236
                 13.2923                      -8.9255598
                 13.3102                      -8.9140733
                 13.3281                      -8.9019014
                  13.346                      -8.8889729
                 13.3639                      -8.8752161
                 13.3818                       -8.860559
                 13.3997                      -8.8449226
                 13.4176                      -8.8282316
                 13.4355                      -8.8104092
                 13.4534                      -8.7913774
                 13.4713                       -8.771065
                 13.4892                      -8.7493982
                 13.5071                      -8.7263109
                  13.525                      -8.7017428
                 13.5429                       -8.675634
                 13.5608                       -8.647935
                 13.5787                      -8.6186011
                 13.5966                      -8.5875978
                 13.6145                      -8.5548943
                 13.6324                      -8.5204722
                 13.6503                      -8.4843193
                 13.6682                      -8.4464307
                 13.6861                       -8.406813
                  13.704                      -8.3654771
                 13.7219                      -8.3224441
                 13.7398                       -8.277744
                 13.7577                      -8.2314104
                 13.7756                       -8.183483
                 13.7935                      -8.1340108
                 13.8114                      -8.0830457
                 13.8293                      -8.0306413
                 13.8472                      -7.9768595
                 13.8651                      -7.9217603
                  13.883                      -7.8654092
                 13.9009                      -7.8078701
                 13.9188                       -7.749209
                 13.9367                      -7.6894915
                 13.9546                      -7.6287819
                 13.9725                      -7.5671439
                 13.9904                      -7.5046392
                 14.0083                      -7.4413271
                 14.0262                      -7.3772665
                 14.0441                      -7.3125113
                  14.062                      -7.2471142
                 14.0799                      -7.1811272
                 14.0978                      -7.1145961
                 14.1157                      -7.0475675
                 14.1336                      -6.9800826
                 14.1515                      -6.9121845
                 14.1694                      -6.8439122
                 14.1873                      -6.7753034
                 14.2052                      -6.7063959
                 14.2231                      -6.6372262
                  14.241                      -6.5678311
                 14.2589                      -6.4982463
                 14.2768                      -6.4285105
                 14.2947                      -6.3586621
                 14.3126                       -6.288741
                 14.3305                       -6.218788
                 14.3484                       -6.148849
                 14.3663                      -6.0789683
                 14.3842                      -6.0091957
                 14.4021                       -5.939585
                   14.42                      -5.8701879
                 14.4379                      -5.8010661
                 14.4558                      -5.7322787
                 14.4737                      -5.6638918
                 14.4916                      -5.5959734
                 14.5095                      -5.5285953
                 14.5274                      -5.4618302
                 14.5453                      -5.3957567
                 14.5632                      -5.3304556
                 14.5811                      -5.2660082
                  14.599                      -5.2025006
                 14.6169                      -5.1400174
                 14.6348                      -5.0786498
                 14.6527                      -5.0184869
                 14.6706                      -4.9596198
                 14.6885                      -4.9021375
                 14.7064                      -4.8461355
                 14.7243                      -4.7917033
                 14.7422                      -4.7389354
                 14.7601                      -4.6879193
                  14.778                      -4.6387471
                 14.7959                      -4.5915074
                 14.8138                      -4.5462874
                 14.8317                      -4.5031733
                 14.8496                      -4.4622458
                 14.8675                      -4.4235888
                 14.8854                      -4.3872796
                 14.9033                      -4.3533947
                 14.9212                      -4.3220067
                 14.9391                      -4.2931849
                  14.957                      -4.2669951
                 14.9749                      -4.2435035
                 14.9928                      -4.2227667
                 15.0107                      -4.2048431
                 15.0286                      -4.1897836
                 15.0465                      -4.1776357
                 15.0644                      -4.1684484
                 15.0823                      -4.1622583
                 15.1002                      -4.1591047
                 15.1181                      -4.1590195
                  15.136                      -4.1620312
                 15.1539                      -4.1681646
                 15.1718                      -4.1774407
                 15.1897                      -4.1898749
                 15.2076                      -4.2054811
                 15.2255                       -4.224263
                 15.2434                      -4.2462283
                 15.2613                      -4.2713724
                 15.2792                      -4.2996927
                 15.2971                      -4.3311772
                  15.315                      -4.3658129
                 15.3329                       -4.403581
                 15.3508                      -4.4444564
                 15.3687                      -4.4884118
                 15.3866                      -4.5354136
                 15.4045                      -4.5854257
                 15.4224                       -4.638404
                 15.4403                      -4.6943016
                 15.4582                      -4.7530662
                 15.4761                      -4.8146388
                  15.494                      -4.8789597
                 15.5119                      -4.9459583
                 15.5298                      -5.0155643
                 15.5477                      -5.0876975
                 15.5656                      -5.1622748
                 15.5835                      -5.2392088
                 15.6014                      -5.3184023
                 15.6193                      -5.3997586
                 15.6372                      -5.4831701
                 15.6551                      -5.5685284
                  15.673                      -5.6557172
                 15.6909                      -5.7446155
                 15.7088                       -5.835096
                 15.7267                      -5.9270267
                 15.7446                      -6.0202728
                 15.7625                      -6.1146926
                 15.7804                      -6.2101403
                 15.7983                      -6.3064656
                 15.8162                      -6.4035143
                 15.8341                       -6.501128
                  15.852                      -6.5991456
                 15.8699                      -6.6974034
                 15.8878                      -6.7957344
                 15.9057                      -6.8939705
                 15.9236                      -6.9919414
                 15.9415                      -7.0894767
                 15.9594                      -7.1864067
                 15.9773                      -7.2825598
                 15.9952                      -7.3777701
                 16.0131                      -7.4718703
                  16.031                      -7.5646979
               16.048901                      -7.6560928
               16.066799                       -7.745901
                 16.0847                      -7.8339747
                 16.1026                      -7.9201712
               16.120501                      -8.0043556
               16.138399                       -8.086401
                 16.1563                       -8.166188
                 16.1742                      -8.2436094
               16.192101                      -8.3185663
               16.209999                      -8.3909694
                 16.2279                      -8.4607451
                 16.2458                      -8.5278243
                 16.2637                      -8.5921543
               16.281601                      -8.6536945
                 16.2995                      -8.7124134
                 16.3174                      -8.7682936
                 16.3353                      -8.8213275
               16.353201                      -8.8715209
               16.371099                      -8.9188873
                  16.389                      -8.9634537
                 16.4069                       -9.005255
               16.424801                      -9.0443364
               16.442699                      -9.0807476
                 16.4606                      -9.1145517
                 16.4785                      -9.1458118
               16.496401                      -9.1746017
               16.514299                      -9.2009956
                 16.5322                      -9.2250726
                 16.5501                       -9.246915
               16.568001                      -9.2666063
               16.585899                      -9.2842268
                 16.6038                      -9.2998633
                 16.6217                      -9.3135935
               16.639601                      -9.3254959
               16.657499                      -9.3356488
                 16.6754                      -9.3441203
                 16.6933                      -9.3509765
               16.711201                      -9.3562794
               16.729099                      -9.3600824
                  16.747                      -9.3624339
                 16.7649                      -9.3633769
               16.782801                      -9.3629415
               16.800699                      -9.3611561
                 16.8186                      -9.3580403
                 16.8365                      -9.3536034
               16.854401                      -9.3478505
               16.872299                      -9.3407776
                 16.8902                      -9.3323733
                 16.9081                      -9.3226228
               16.926001                      -9.3114991
               16.943899                      -9.2989776
                 16.9618                      -9.2850226
                 16.9797                      -9.2695979
               16.997601                      -9.2526625
               17.015499                      -9.2341748
                 17.0334                      -9.2140921
                 17.0513                      -9.1923707
               17.069201                      -9.1689707
               17.087099                      -9.1438505
                  17.105                      -9.1169761
                 17.1229                      -9.0883169
                 17.1408                      -9.0578468
               17.158701                      -9.0255495
                 17.1766                      -8.9914155
                 17.1945                      -8.9554447
                 17.2124                      -8.9176436
               17.230301                      -8.8780343
               17.248199                      -8.8366474
                 17.2661                      -8.7935253
                  17.284                      -8.7487202
               17.301901                      -8.7023008
               17.319799                      -8.6543433
                 17.3377                      -8.6049373
                 17.3556                      -8.5541837
               17.373501                      -8.5021943
               17.391399                      -8.4490912
                 17.4093                      -8.3950042
                 17.4272                      -8.3400738
               17.445101                      -8.2844459
               17.462999                      -8.2282766
                 17.4809                      -8.1717239
                 17.4988                      -8.1149531
               17.516701                      -8.0581295
               17.534599                      -8.0014249
                 17.5525                      -7.9450095
                 17.5704                      -7.8890575
               17.588301                      -7.8337379
               17.606199                      -7.7792208
                 17.6241                      -7.7256734
                  17.642                      -7.6732614
               17.659901                       -7.622143
               17.677799                      -7.5724756
                 17.6957                      -7.5244098
                 17.7136                      -7.4780887
               17.731501                      -7.4336547
               17.749399                      -7.3912392
                 17.7673                      -7.3509664
                 17.7852                      -7.3129569
               17.803101                      -7.2773222
               17.820999                      -7.2441641
                 17.8389                      -7.2135813
                 17.8568                      -7.1856621
               17.874701                      -7.1604853
               17.892599                      -7.1381253
                 17.9105                      -7.1186471
                 17.9284                      -7.1021059
               17.946301                      -7.0885507
               17.964199                       -7.078023
                 17.9821                      -7.0705553
                      18                      -7.0661711

        Frequency - GHz                S1,1 (9)-abs,dB
----------------------------------------------------------------------
                     0.1                     -0.24760638
                  0.1179                      -0.2427039
                  0.1358                     -0.23708688
              0.15369999                     -0.23079516
                  0.1716                     -0.22387454
                  0.1895                     -0.21637312
              0.20739999                     -0.20834248
                  0.2253                     -0.19983667
                  0.2432                      -0.1909143
              0.26109999                      -0.1816346
              0.27900001                     -0.17205894
                  0.2969                     -0.16224858
              0.31479999                     -0.15226845
              0.33270001                     -0.14217925
                  0.3506                     -0.13204623
              0.36849999                     -0.12192881
              0.38640001                     -0.11189068
                  0.4043                     -0.10198878
              0.42219999                    -0.092282249
              0.44010001                    -0.082826377
                   0.458                    -0.073675849
              0.47589999                    -0.064878784
              0.49380001                    -0.056485105
              0.51169997                    -0.048539223
              0.52960002                    -0.041082593
              0.54750001                    -0.034154441
                  0.5654                    -0.027788835
              0.58329999                    -0.022019044
              0.60119998                    -0.016871582
              0.61909997                    -0.012373326
              0.63700002                   -0.0085453698
              0.65490001                   -0.0054074076
                  0.6728                    -0.002971721
              0.69069999                   -0.0012544997
              0.70859998                  -0.00026169014
              0.72649997                  -1.6522479e-07
              0.74440002                  -0.00047480249
              0.76230001                   -0.0016865045
                  0.7802                   -0.0036326756
              0.79809999                   -0.0063132542
              0.81599998                   -0.0097183568
              0.83389997                    -0.013845445
              0.85180002                     -0.01868392
              0.86970001                    -0.024225586
                  0.8876                    -0.030459042
              0.90549999                    -0.037373285
              0.92339998                    -0.044957063
              0.94129997                    -0.053196508
              0.95920002                    -0.062081113
              0.97710001                     -0.07159807
                   0.995                    -0.081735263
                  1.0129                    -0.092481651
                  1.0308                      -0.1038267
                  1.0487                     -0.11576181
                  1.0666                     -0.12827536
                  1.0845                     -0.14136371
               1.1023999                     -0.15501714
               1.1203001                     -0.16923304
                  1.1382                     -0.18400631
                  1.1561                     -0.19933733
                   1.174                     -0.21522401
                  1.1919                     -0.23166871
                  1.2098                     -0.24867568
                  1.2277                     -0.26624672
                  1.2456                      -0.2843915
                  1.2635                     -0.30311645
                  1.2814                      -0.3224327
                  1.2993                     -0.34234896
               1.3171999                     -0.36288022
               1.3351001                     -0.38403957
                   1.353                     -0.40584164
                  1.3709                     -0.42830392
                  1.3888                     -0.45144208
                  1.4067                     -0.47527568
                  1.4246                     -0.49982244
                  1.4425                      -0.5251014
                  1.4604                      -0.5511323
                  1.4783                     -0.57793598
                  1.4962                     -0.60553156
                  1.5141                     -0.63393978
               1.5319999                     -0.66317821
               1.5499001                     -0.69326918
                  1.5678                       -0.724229
                  1.5857                     -0.75607653
                  1.6036                     -0.78882999
                  1.6215                     -0.82250381
                  1.6394                     -0.85711388
                  1.6573                     -0.89267514
                  1.6752                     -0.92919871
                  1.6931                     -0.96669632
                   1.711                      -1.0051765
                  1.7289                      -1.0446483
               1.7467999                      -1.0851168
               1.7647001                       -1.126586
                  1.7826                      -1.1690579
                  1.8005                      -1.2125307
                  1.8184                      -1.2570037
                  1.8363                      -1.3024698
                  1.8542                      -1.3489231
                  1.8721                       -1.396352
                    1.89                       -1.444745
                  1.9079                      -1.4940852
                  1.9258                      -1.5443537
                  1.9437                      -1.5955296
               1.9615999                      -1.6475867
               1.9795001                      -1.7004984
                  1.9974                      -1.7542305
                  2.0153                      -1.8087499
                  2.0332                      -1.8640168
                  2.0511                      -1.9199879
                   2.069                      -1.9766184
                  2.0869                      -2.0338538
                  2.1048                      -2.0916416
                  2.1227                      -2.1499225
                  2.1406                      -2.2086315
                  2.1585                       -2.267701
               2.1763999                      -2.3270571
               2.1942999                      -2.3866228
               2.2121999                      -2.4463137
